CustomerID,SaleDate,SaleNum,Code, Item Description,Quantity,UnitPrice,Country
13263,10/25/2011 16:30,572746,23226,FILIGREE HEART DAISY WHITE,3,1.25,Germany
13263,4/4/2011 13:38,548860,22652,TRAVEL SEWING KIT,3,1.65,Germany
13263,9/13/2011 16:27,566605,23425,STORAGE TIN HOME SWEET HOME,1,2.49,Germany
13263,6/29/2011 15:03,558461,22766,PHOTO FRAME CORNICE,1,2.95,Germany
13263,4/19/2011 13:41,550621,22652,TRAVEL SEWING KIT,4,1.65,Germany
13263,8/4/2011 12:22,562347,22667,RECIPE BOX RETROSPOT ,1,2.95,Germany
13263,6/29/2011 15:03,558461,22382,LUNCH BAG SPACEBOY DESIGN ,3,1.65,Germany
13263,5/18/2011 14:50,553702,22921,HERB MARKER CHIVES ,2,0.65,Germany
13263,3/29/2011 15:12,548188,22993,SET OF 4 PANTRY JELLY MOULDS,1,1.25,Germany
13263,10/27/2011 13:59,573070,21935,SUKI  SHOULDER BAG,2,1.65,Germany
13263,3/14/2011 15:13,546542,21976,PACK OF 60 MUSHROOM CAKE CASES,1,0.55,Germany
13263,4/4/2011 13:38,548860,21089,SET/6 GREEN SPRING PAPER CUPS,3,0.19,Germany
13263,6/16/2011 15:07,557064,22917,HERB MARKER ROSEMARY,2,0.65,Germany
13263,3/6/2011 12:46,545690,22920,HERB MARKER BASIL,3,0.65,Germany
13263,3/14/2011 15:13,546542,22652,TRAVEL SEWING KIT,2,1.65,Germany
13263,10/25/2011 16:30,572746,23152,IVORY SWEETHEART WIRE LETTER RACK ,2,3.75,Germany
13263,5/25/2011 11:12,554598,23302,KNEELING MAT HOUSEWORK  DESIGN,3,1.65,Germany
13263,3/14/2011 15:13,546542,84033,FLAG OF ST GEORGE ,3,1.65,Germany
13263,3/24/2011 12:53,547656,21484,CHICK GREY HOT WATER BOTTLE,1,3.45,Germany
13263,4/21/2011 13:30,550915,35965,FOLKART HEART NAPKIN RINGS,3,0.79,Germany
13263,8/11/2011 14:38,563031,23209,LUNCH BAG VINTAGE DOILY ,1,1.65,Germany
13263,10/11/2011 13:13,570650,21819,GLITTER CHRISTMAS STAR ,10,0.39,Germany
13263,10/20/2011 13:46,572073,22110,BIRD HOUSE HOT WATER BOTTLE,1,2.55,Germany
13263,8/23/2011 17:31,564199,22121,NOEL WOODEN BLOCK LETTERS ,1,5.95,Germany
13263,5/3/2011 15:59,551717,82580,BATHROOM METAL SIGN,3,0.55,Germany
13265,10/17/2011 15:02,571496,22595,GINGHAM HEART DECORATION,12,0.85,Germany
13265,9/12/2011 9:36,566306,22509,SEWING BOX RETROSPOT DESIGN ,2,16.95,Germany
13266,10/27/2011 14:52,573102,90200D,PINK SWEETHEART BRACELET,3,4.25,Germany
13266,5/20/2011 9:30,553923,22418,10 COLOUR SPACEBOY PEN,24,0.85,Germany
13267,11/10/2011 14:09,575643,82494L,WOODEN FRAME ANTIQUE WHITE ,12,2.95,United Kingdom
13267,12/14/2010 11:42,538795,22168,ORGANISER WOOD ANTIQUE WHITE ,2,8.5,United Kingdom
13267,5/24/2011 10:33,554368,23082,SET 6 PAPER TABLE LANTERN HEARTS ,6,3.75,United Kingdom
13267,11/22/2011 11:04,577851,23439,HAND WARMER RED LOVE HEART,24,2.1,United Kingdom
13267,3/23/2011 14:02,547515,48187,DOORMAT NEW ENGLAND,10,6.75,United Kingdom
13267,12/14/2010 11:42,538795,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2.55,United Kingdom
13267,11/3/2011 17:45,574313,21871,SAVE THE PLANET MUG,12,1.65,United Kingdom
13268,3/17/2011 13:20,546850,21355,TOAST ITS - I LOVE YOU ,4,1.25,United Kingdom
13268,9/16/2011 11:27,567043,21429,RED GINGHAM ROSE JEWELLERY BOX,3,1.95,United Kingdom
13268,3/30/2011 16:52,548388,21790,VINTAGE SNAP CARDS,4,0.85,United Kingdom
13268,3/30/2011 16:52,548388,22892,SET OF SALT AND PEPPER TOADSTOOLS,6,1.25,United Kingdom
13268,3/30/2011 16:52,548388,22383,LUNCH BAG SUKI DESIGN ,5,1.65,United Kingdom
13268,3/30/2011 16:52,548388,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,3,2.1,United Kingdom
13268,4/12/2011 11:58,549787,23206,LUNCH BAG APPLE DESIGN,4,1.65,United Kingdom
13268,3/30/2011 16:52,548388,23159,SET OF 5 PANCAKE DAY MAGNETS,4,2.08,United Kingdom
13269,11/18/2011 9:11,577141,23312,VINTAGE CHRISTMAS GIFT SACK,4,4.15,United Kingdom
13269,4/3/2011 12:41,548708,22629,SPACEBOY LUNCH BOX ,4,1.95,United Kingdom
13269,4/20/2011 13:59,550784,21137,BLACK RECORD COVER FRAME,8,3.75,United Kingdom
13269,4/20/2011 13:59,550784,22966,GINGERBREAD MAN COOKIE CUTTER,12,1.25,United Kingdom
13269,4/3/2011 12:41,548708,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2.55,United Kingdom
13271,11/2/2011 14:31,574063,22232,JIGSAW TOADSTOOLS 3 PIECE,1,0.59,United Kingdom
13271,11/2/2011 14:31,574063,23321,SMALL WHITE HEART OF WICKER,2,1.65,United Kingdom
13277,11/14/2011 13:10,576225,20726,LUNCH BAG WOODLAND,30,1.65,United Kingdom
13279,9/22/2011 17:24,567922,22697,GREEN REGENCY TEACUP AND SAUCER,6,2.95,United Kingdom
13280,1/27/2011 16:29,542408,21531,RED RETROSPOT SUGAR JAM BOWL,1,2.55,United Kingdom
13280,1/27/2011 16:29,542408,21533,RETROSPOT LARGE MILK JUG,1,4.95,United Kingdom
13280,1/27/2011 16:29,542408,21843,RED RETROSPOT CAKE STAND,1,10.95,United Kingdom
13282,6/30/2011 13:17,558557,47566,PARTY BUNTING,4,4.95,United Kingdom
13284,1/13/2011 9:23,540993,15056N,EDWARDIAN PARASOL NATURAL,3,5.95,United Kingdom
13285,11/16/2011 13:19,576771,23204,CHARLOTTE BAG APPLES DESIGN,10,0.85,United Kingdom
13285,11/16/2011 13:19,576771,23209,LUNCH BAG VINTAGE DOILY ,10,1.65,United Kingdom
13301,8/28/2011 11:25,564718,21820,GLITTER HEART GARLAND WITH BELLS ,1,3.75,United Kingdom
13305,4/8/2011 14:26,549467,22766,PHOTO FRAME CORNICE,8,2.95,United Kingdom
13308,5/20/2011 13:13,554013,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,288,0.21,United Kingdom
13309,2/4/2011 12:29,543196,22821,GIFT BAG PSYCHEDELIC APPLES,12,0.65,United Kingdom
13310,11/11/2011 17:23,575929,23145,ZINC T-LIGHT HOLDER STAR LARGE,12,0.95,United Kingdom
13314,9/27/2011 10:20,568394,47504H,ENGLISH ROSE SPIRIT LEVEL ,12,0.79,United Kingdom
13316,11/2/2011 13:40,574049,16237,SLEEPING CAT ERASERS,3,0.21,United Kingdom
13316,7/31/2011 11:48,561873,22558,CLOTHES PEGS RETROSPOT PACK 24 ,1,1.65,United Kingdom
13319,12/20/2010 13:31,539593,22726,ALARM CLOCK BAKELIKE GREEN,4,3.75,United Kingdom
13319,3/17/2011 15:42,C546864,22842,BISCUIT TIN VINTAGE RED,-2,6.75,United Kingdom
13319,4/4/2011 11:34,548740,22087,PAPER BUNTING WHITE LACE,6,2.95,United Kingdom
13319,5/16/2011 9:57,553220,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,1.65,United Kingdom
13319,5/16/2011 9:57,553220,23201,JUMBO BAG ALPHABET,10,2.08,United Kingdom
13319,11/10/2011 14:29,575656,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,60,2.55,United Kingdom
13319,10/4/2011 9:02,569403,22726,ALARM CLOCK BAKELIKE GREEN,8,3.75,United Kingdom
13320,8/25/2011 12:10,564437,21982,PACK OF 12 SUKI TISSUES ,24,0.29,United Kingdom
13320,5/10/2011 10:29,552544,22615,PACK OF 12 CIRCUS PARADE TISSUES ,24,0.29,United Kingdom
13327,6/7/2011 8:54,555735,23199,JUMBO BAG APPLES,20,2.08,United Kingdom
13327,12/9/2010 15:32,538116,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,12,2.95,United Kingdom
13332,11/25/2011 13:30,578812,21934,SKULL SHOULDER BAG,10,1.65,United Kingdom
13334,9/18/2011 15:21,567182,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,16,0.42,United Kingdom
13334,2/7/2011 11:42,543300,20754,RETROSPOT RED WASHING UP GLOVES,6,2.1,United Kingdom
13334,6/2/2011 11:33,555340,22349,DOG BOWL CHASING BALL DESIGN,2,3.75,United Kingdom
13334,2/7/2011 11:42,543300,22776,SWEETHEART CAKESTAND 3 TIER,1,9.95,United Kingdom
13336,9/23/2011 14:05,568069,22273,FELTCRAFT DOLL MOLLY,6,2.95,United Kingdom
13338,7/5/2011 9:06,558908,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,1.45,United Kingdom
13339,5/23/2011 8:31,554124,21407,BROWN CHECK CAT DOORSTOP ,3,4.25,United Kingdom
13340,3/8/2011 11:39,545914,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,12,4.15,Germany
13340,3/8/2011 11:39,545914,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,12,4.15,Germany
13341,3/24/2011 9:50,547568,22978,PANTRY ROLLING PIN,6,3.75,Germany
13343,6/15/2011 12:24,556883,22279,POCKET BAG BLUE PAISLEY RED SPOT,12,1.25,Germany
13343,6/15/2011 12:24,556883,23094,LE GRAND TRAY CHIC SET,1,12.5,Germany
13344,3/7/2011 10:28,545719,84987,SET OF 36 TEATIME PAPER DOILIES,12,1.45,Germany
13344,10/3/2011 9:45,569244,23245,SET OF 3 REGENCY CAKE TINS,4,4.95,Germany
13344,3/7/2011 10:28,545719,22090,PAPER BUNTING RETROSPOT,6,2.95,Germany
13354,9/29/2011 13:17,568898,22381,TOY TIDY PINK POLKADOT,5,2.1,Germany
13357,3/27/2011 13:56,547867,22907,PACK OF 20 NAPKINS PANTRY DESIGN,4,0.85,Germany
13358,3/16/2011 11:52,546737,84879,ASSORTED COLOUR BIRD ORNAMENT,8,1.69,Germany
13362,11/30/2011 14:41,579749,21260,FIRST AID TIN,6,3.25,Germany
13362,4/8/2011 8:21,549300,22189,CREAM HEART CARD HOLDER,4,3.95,Germany
13362,10/18/2011 11:18,571629,22277,COSMETIC BAG VINTAGE ROSE PAISLEY,6,2.1,Germany
13363,10/27/2011 10:46,572969,20750,RED RETROSPOT MINI CASES,2,7.95,Germany
13363,10/27/2011 10:46,572969,21619,4 VANILLA BOTANICAL CANDLES,12,1.25,Germany
13364,9/29/2011 18:13,569003,23032,DRAWER KNOB CRACKLE GLAZE IVORY,6,1.65,Germany
13364,10/4/2011 9:48,C569410,23032,DRAWER KNOB CRACKLE GLAZE IVORY,-6,1.65,Germany
13368,3/28/2011 9:59,547888,22429,ENAMEL MEASURING JUG CREAM,4,4.25,United Kingdom
13369,12/9/2010 11:30,537963,37449,CERAMIC CAKE STAND + HANGING CAKES,2,9.95,United Kingdom
13370,12/3/2010 10:26,536856,21892,TRADITIONAL WOODEN CATCH CUP GAME ,12,1.25,United Kingdom
13373,3/8/2011 14:35,545998,22917,HERB MARKER ROSEMARY,12,0.65,United Kingdom
13375,9/12/2011 10:19,566317,84879,ASSORTED COLOUR BIRD ORNAMENT,8,1.69,United Kingdom
13379,7/26/2011 12:26,561288,20725,LUNCH BAG RED RETROSPOT,10,1.65,United Kingdom
13381,11/8/2011 11:58,575040,23012,GLASS APOTHECARY BOTTLE PERFUME,4,3.95,United Kingdom
13381,2/14/2011 10:10,543832,22625,RED KITCHEN SCALES,2,8.5,United Kingdom
13381,11/8/2011 11:58,575040,23496,PANTRY KITCHEN THERMOMETER ,12,1.25,United Kingdom
13381,11/8/2011 11:58,575040,21900,"KEY FOB , SHED",24,0.65,United Kingdom
13381,8/18/2011 13:47,563699,23240,SET OF 4 KNICK KNACK TINS DOILY ,6,4.15,United Kingdom
13384,11/9/2011 11:04,575216,82583,HOT BATHS METAL SIGN,12,2.1,United Kingdom
13384,6/14/2011 12:47,556781,23237,SET OF 4 KNICK KNACK TINS LEAVES ,6,4.15,United Kingdom
13384,6/14/2011 12:47,556781,23249,VINTAGE RED ENAMEL TRIM PLATE,12,1.65,United Kingdom
13385,1/14/2011 9:52,541123,21459,YELLOW EASTER EGG HUNT START POST,6,1.95,United Kingdom
13389,9/26/2011 9:52,568218,23223,CHRISTMAS TREE HANGING SILVER ,24,0.83,United Kingdom
13389,9/26/2011 9:52,568218,22423,REGENCY CAKESTAND 3 TIER,1,12.75,United Kingdom
13394,3/17/2011 18:18,546890,22445,PENCIL CASE LIFE IS BEAUTIFUL,6,2.95,United Kingdom
13394,8/16/2011 9:25,563369,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,2.95,United Kingdom
13394,2/3/2011 10:39,543054,22084,PAPER CHAIN KIT EMPIRE,6,2.95,United Kingdom
13394,7/11/2011 13:40,559668,21078,SET/20 STRAWBERRY PAPER NAPKINS ,12,0.85,United Kingdom
13394,2/3/2011 10:39,543054,84978,HANGING HEART JAR T-LIGHT HOLDER,12,1.25,United Kingdom
13396,11/10/2011 16:59,575701,22423,REGENCY CAKESTAND 3 TIER,4,12.75,United Kingdom
13396,11/10/2011 16:59,575701,35970,ZINC FOLKART SLEIGH BELLS,24,1.69,United Kingdom
13397,1/4/2011 13:50,540032,22727,ALARM CLOCK BAKELIKE RED ,4,3.75,United Kingdom
13397,1/4/2011 13:50,540032,22937,BAKING MOULD CHOCOLATE CUPCAKES,6,2.55,United Kingdom
13402,8/4/2011 15:51,562387,84251B,"GREETING CARD, STICKY GORDON",12,0.19,United Kingdom
13405,5/19/2011 16:31,553889,84924A,WAKE UP COCKEREL CALENDAR SIGN ,4,3.75,United Kingdom
13408,8/11/2011 12:17,563014,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2.55,United Kingdom
13408,12/6/2011 12:41,580894,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,40,2.55,United Kingdom
13408,11/3/2011 14:47,574280,23480,MINI LIGHTS WOODLAND MUSHROOMS,24,3.75,United Kingdom
13408,8/11/2011 12:17,563014,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,100,1.79,United Kingdom
13408,3/27/2011 15:40,547875,46000S,POLYESTER FILLER PAD 40x40cm,2,1.45,United Kingdom
13408,5/16/2011 9:49,553213,23203,JUMBO BAG DOILEY PATTERNS,100,1.79,United Kingdom
13408,4/26/2011 9:31,551001,21937,STRAWBERRY   PICNIC BAG,24,2.95,United Kingdom
13408,3/23/2011 12:39,547500,22938,CUPCAKE LACE PAPER SET 6,48,1.65,United Kingdom
13408,3/7/2011 12:00,545764,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,8,2.95,United Kingdom
13408,7/24/2011 15:46,561073,23170,REGENCY TEA PLATE ROSES ,12,1.65,United Kingdom
13408,12/8/2011 9:05,581215,22727,ALARM CLOCK BAKELIKE RED ,12,3.75,United Kingdom
13414,7/29/2011 11:45,561711,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,12,1.25,United Kingdom
13414,7/5/2011 12:52,559013,15036,ASSORTED COLOURS SILK FAN,600,0.72,United Kingdom
13414,7/29/2011 11:45,561711,23266,SET OF 3 WOODEN STOCKING DECORATION,12,1.25,United Kingdom
13418,10/10/2011 11:59,570292,23533,WALL ART GARDEN HAVEN ,3,5.95,United Kingdom
13418,5/11/2011 10:29,552724,22509,SEWING BOX RETROSPOT DESIGN ,12,14.95,United Kingdom
13418,10/10/2011 11:59,570292,23167,SMALL CERAMIC TOP STORAGE JAR ,36,0.83,United Kingdom
13420,7/13/2011 8:48,559826,21314,SMALL GLASS HEART TRINKET POT,8,2.1,United Kingdom
13422,10/6/2011 13:42,569846,23253,16 PIECE CUTLERY SET PANTRY DESIGN,2,15.95,United Kingdom
13422,10/6/2011 13:42,569846,21790,VINTAGE SNAP CARDS,12,0.85,United Kingdom
13425,2/18/2011 8:34,544337,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,4,4.15,Germany
13425,8/23/2011 17:13,564197,20725,LUNCH BAG RED RETROSPOT,10,1.65,Germany
13426,3/30/2011 14:23,548340,22718,CARD CAT AND TREE ,12,0.42,Germany
13426,1/7/2011 11:54,540453,21508,VINTAGE KID DOLLY CARD ,12,0.42,Germany
13428,11/29/2011 14:20,579456,22624,IVORY KITCHEN SCALES,1,8.5,Germany
13428,11/29/2011 14:20,579456,84843,WHITE SOAP RACK WITH 2 BOTTLES,1,5.95,Germany
13430,11/21/2011 8:19,577598,21892,TRADITIONAL WOODEN CATCH CUP GAME ,12,1.25,Germany
13431,9/12/2011 11:25,566319,22423,REGENCY CAKESTAND 3 TIER,6,12.75,Germany
13435,12/4/2011 14:45,580518,23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,24,2.08,Germany
13437,6/23/2011 12:13,557861,21733,RED HANGING HEART T-LIGHT HOLDER,6,2.95,Germany
13437,6/2/2011 14:30,555368,21411,GINGHAM HEART  DOORSTOP RED,3,4.25,Germany
13437,11/8/2011 14:02,575089,23103,JINGLE BELL HEART DECORATION,24,1.65,Germany
13437,6/2/2011 14:30,555368,22639,SET OF 4 NAPKIN CHARMS HEARTS,6,2.55,Germany
13437,11/8/2011 14:02,575089,23323,WHITE WICKER STAR ,6,2.1,Germany
13437,6/23/2011 12:13,557861,21136,PAINTED METAL PEARS ASSORTED,8,1.69,Germany
13441,9/9/2011 9:38,566077,22469,HEART OF WICKER SMALL,12,1.65,Germany
13448,9/20/2011 12:53,567474,22834,HAND WARMER BABUSHKA DESIGN,6,2.1,Germany
13451,11/13/2011 15:58,576070,22382,LUNCH BAG SPACEBOY DESIGN ,5,1.65,Germany
13451,5/12/2011 18:49,553014,23158,SET OF 5 LUCKY CAT MAGNETS ,6,2.08,Germany
13451,5/12/2011 18:49,553014,84692,BOX OF 24 COCKTAIL PARASOLS,12,0.42,Germany
13451,3/15/2011 15:37,546670,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,2,2.55,Germany
13451,5/12/2011 18:49,553014,15058A,BLUE POLKADOT GARDEN PARASOL,1,7.95,Germany
13451,5/12/2011 18:49,553014,84991,60 TEATIME FAIRY CAKE CASES,6,0.55,Germany
13456,5/16/2011 15:34,553381,22623,BOX OF VINTAGE JIGSAW BLOCKS ,3,5.95,Germany
13458,7/27/2011 10:40,561396,22024,RAINY LADIES BIRTHDAY CARD,12,0.42,Germany
13458,10/27/2011 10:15,572933,22594,CHRISTMAS GINGHAM TREE,12,0.85,Germany
13458,6/3/2011 10:29,555420,22382,LUNCH BAG SPACEBOY DESIGN ,10,1.65,Germany
13458,1/6/2011 11:25,540268,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2.55,Germany
13460,11/10/2011 17:17,575708,21495,SKULLS AND CROSSBONES WRAP,25,0.42,Germany
13461,11/1/2011 9:01,573746,23199,JUMBO BAG APPLES,30,2.08,Germany
13467,11/3/2011 16:56,574310,85093,CANDY SPOT EGG WARMER HARE,20,0.39,Germany
13468,2/10/2011 14:49,543618,47566B,TEA TIME PARTY BUNTING,4,4.95,Germany
13468,12/16/2010 11:15,539112,22502,PICNIC BASKET WICKER SMALL,4,5.95,Germany
13468,3/10/2011 14:56,546255,21533,RETROSPOT LARGE MILK JUG,6,4.95,Germany
13468,5/8/2011 12:48,552283,75049L,LARGE CIRCULAR MIRROR MOBILE,6,1.25,Germany
13468,4/5/2011 16:13,549021,85028S,FRENCH CHATEAU SMALL FRUITBOWL,2,1.95,Germany
13468,11/1/2011 10:32,573776,37449,CERAMIC CAKE STAND + HANGING CAKES,2,9.95,Germany
13468,10/5/2011 9:42,569561,48185,DOORMAT FAIRY CAKE,2,8.25,Germany
13471,12/4/2011 11:45,580399,21891,TRADITIONAL WOODEN SKIPPING ROPE,1,1.45,Germany
13471,10/23/2011 13:10,572294,22514,CHILDS GARDEN SPADE BLUE,4,2.1,Germany
13471,11/18/2011 9:57,577156,23289,DOLLY GIRL CHILDRENS BOWL,8,1.25,Germany
13475,2/14/2011 12:36,543910,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,0.55,Germany
13475,2/14/2011 12:36,543910,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,1.65,Germany
13477,2/21/2011 12:29,544556,22692,DOORMAT WELCOME TO OUR HOME,2,7.95,Germany
13481,8/23/2011 13:27,564162,23349,ROLL WRAP VINTAGE CHRISTMAS,12,1.25,Germany
13487,5/10/2011 16:19,552708,48194,DOORMAT HEARTS,2,7.95,Germany
13488,12/7/2010 13:01,537604,22551,PLASTERS IN TIN SPACEBOY,12,1.65,Germany
13488,2/4/2011 8:27,543166,22855,FINE WICKER HEART ,12,1.25,Germany
13488,3/24/2011 10:48,547580,22697,GREEN REGENCY TEACUP AND SAUCER,6,2.95,Germany
13488,1/12/2011 11:52,540907,21972,SET OF 36 DINOSAUR PAPER DOILIES,36,1.45,Germany
13491,3/21/2011 13:58,547204,47559B,TEA TIME OVEN GLOVE,10,1.25,Germany
13492,7/26/2011 14:25,561332,22692,DOORMAT WELCOME TO OUR HOME,6,7.95,Germany
13494,2/1/2011 11:58,542863,21385,IVORY HANGING DECORATION  HEART,24,0.85,Germany
13495,11/4/2011 10:29,574349,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,24,1.25,Germany
13500,11/16/2011 15:35,576846,22632,HAND WARMER RED RETROSPOT,12,2.1,Germany
13501,2/24/2011 18:59,544931,48194,DOORMAT HEARTS,2,7.95,Germany
13503,9/29/2011 13:23,568902,22047,EMPIRE GIFT WRAP,25,0.42,Germany
13505,9/28/2011 11:56,568650,21680,WOODLAND  STICKERS,24,0.85,Germany
13505,5/31/2011 15:41,555147,21843,RED RETROSPOT CAKE STAND,3,10.95,Germany
13505,8/2/2011 16:26,C562119,23029,DRAWER KNOB CRACKLE GLAZE GREEN,-4,1.65,Germany
13509,3/30/2011 13:01,548325,20674,GREEN POLKADOT BOWL,8,1.25,Germany
13510,10/25/2011 13:51,572681,23351,ROLL WRAP 50'S CHRISTMAS,12,1.25,Germany
13515,4/6/2011 10:33,549055,22366,DOORMAT AIRMAIL ,2,7.95,Germany
13515,4/6/2011 10:33,549055,22908,PACK OF 20 NAPKINS RED APPLES,12,0.85,Germany
13517,8/25/2011 11:40,564432,22692,DOORMAT WELCOME TO OUR HOME,2,7.95,Germany
13517,6/13/2011 8:44,556503,22692,DOORMAT WELCOME TO OUR HOME,2,7.95,Germany
13517,6/13/2011 8:44,556503,21922,UNION STRIPE WITH FRINGE  HAMMOCK,2,7.95,Germany
13520,3/25/2011 14:19,547815,84997B,CHILDRENS CUTLERY RETROSPOT RED ,8,4.15,Germany
13521,12/8/2011 13:50,581405,84978,HANGING HEART JAR T-LIGHT HOLDER,2,1.25,Germany
13521,12/8/2011 13:50,581405,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,1,3.75,Germany
13521,12/4/2011 14:55,580520,22673,FRENCH GARDEN SIGN BLUE METAL,1,1.25,Germany
13521,12/8/2011 13:50,581405,22544,MINI JIGSAW SPACEBOY,1,0.19,Germany
13521,11/29/2011 15:09,579472,23249,VINTAGE RED ENAMEL TRIM PLATE,1,1.65,Germany
13521,12/8/2011 13:50,581405,20679,EDWARDIAN PARASOL RED,1,5.95,Germany
13523,5/24/2011 8:49,554348,21754,HOME BUILDING BLOCK WORD,3,5.95,Germany
13523,5/24/2011 8:49,554348,22522,CHILDS GARDEN FORK BLUE ,12,0.85,Germany
13523,10/24/2011 10:29,572336,23318,BOX OF 6 MINI VINTAGE CRACKERS,6,2.49,Germany
13527,9/11/2011 12:09,566249,21756,BATH BUILDING BLOCK WORD,1,6.25,Germany
13527,5/22/2011 12:16,554089,22470,HEART OF WICKER LARGE,10,2.95,Germany
13527,9/11/2011 12:09,566249,23414,ZINC BOX SIGN HOME,3,9.95,Germany
13527,11/6/2011 12:04,574663,22141,CHRISTMAS CRAFT TREE TOP ANGEL,2,2.1,Germany
13527,11/6/2011 12:04,574663,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,2,8.95,Germany
13531,12/8/2010 15:03,537840,22423,REGENCY CAKESTAND 3 TIER,2,12.75,Germany
13534,4/21/2011 10:29,550830,23142,IVORY WIRE KITCHEN ORGANISER,1,10.4,Germany
13534,8/3/2011 10:49,C562149,23204,CHARLOTTE BAG APPLES DESIGN,-1,0.85,Germany
13534,1/26/2011 10:33,542153,48129,DOORMAT TOPIARY,2,7.95,Germany
13534,11/7/2011 9:40,574756,23301,GARDENERS KNEELING PAD KEEP CALM ,12,1.65,Germany
13534,4/21/2011 10:29,550830,23133,LARGE IVORY HEART WALL ORGANISER,2,8.25,Germany
13534,12/23/2010 11:50,C539950,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-2,4.95,Germany
13534,5/13/2011 9:37,553046,23199,JUMBO BAG APPLES,10,2.08,Germany
13534,7/5/2011 12:42,C559007,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,-11,2.08,Germany
13538,8/11/2011 8:50,562942,48187,DOORMAT NEW ENGLAND,6,7.95,Germany
13544,4/13/2011 12:09,549943,21865,PINK UNION JACK  PASSPORT COVER ,1,2.1,Germany
13544,4/13/2011 12:09,549943,22423,REGENCY CAKESTAND 3 TIER,1,12.75,Germany
13546,10/17/2011 14:51,571476,22721,SET OF 3 CAKE TINS SKETCHBOOK,2,4.95,Germany
13548,9/4/2011 14:50,565445,23394,POSTE FRANCE CUSHION COVER,3,3.75,Germany
13549,7/12/2011 10:05,559708,23288,GREEN VINTAGE SPOT BEAKER,8,0.85,Germany
13558,10/9/2011 11:15,570211,22996,TRAVEL CARD WALLET VINTAGE TICKET,2,0.42,Germany
13558,11/16/2011 12:13,576687,22994,TRAVEL CARD WALLET RETROSPOT,5,0.42,Germany
13558,10/2/2011 13:01,569219,22150,3 STRIPEY MICE FELTCRAFT,1,1.95,Germany
13558,11/16/2011 12:13,576687,22574,HEART WOODEN CHRISTMAS DECORATION,3,0.85,Germany
13561,5/8/2011 12:39,552280,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2.08,Germany
13562,7/21/2011 15:12,560875,85099F,JUMBO BAG STRAWBERRY,10,2.08,Germany
13562,4/8/2011 12:42,549439,48138,DOORMAT UNION FLAG,4,7.95,Germany
13563,7/22/2011 17:21,561020,21903,MAN FLU METAL SIGN,1,2.1,Germany
13564,12/6/2010 17:26,537441,22835,HOT WATER BOTTLE I AM SO POORLY,2,4.65,Germany
13566,9/18/2011 12:40,567170,23202,JUMBO BAG VINTAGE LEAF,1,2.08,Germany
13568,6/19/2011 14:42,557305,21462,"NURSERY A,B,C PAINTED LETTERS",1,6.75,Germany
13569,11/22/2011 13:07,578017,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1,12.75,Germany
13569,12/7/2010 12:29,537595,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,1,4.25,Germany
13571,7/20/2011 14:33,560727,22197,POPCORN HOLDER,12,0.85,Germany
13571,8/4/2011 11:59,562339,22094,RED RETROSPOT TISSUE BOX,9,0.39,Germany
13571,10/2/2011 12:30,569215,22339,CHRISTMAS TREE PAINTED ZINC ,20,0.19,Germany
13571,11/1/2011 13:44,573889,22410,MONEY BOX HOUSEKEEPING DESIGN,1,1.25,Germany
13571,6/8/2011 12:03,556020,22501,PICNIC BASKET WICKER LARGE,2,9.95,Germany
13572,5/18/2011 11:59,553661,23174,REGENCY SUGAR BOWL GREEN,10,4.15,Germany
13576,11/10/2011 14:35,575659,22065,CHRISTMAS PUDDING TRINKET POT ,48,0.39,Germany
13576,10/19/2011 12:50,571848,22794,SWEETHEART WIRE MAGAZINE RACK,2,7.95,Germany
