UID,Prod_output_num,click_on_prod,locations,gender,age,balance,registry_to_use_time,credit_card_paid,active_member,estimated_salary,buy
880,6,749,Taipei,Female,60,0,4,1,1,17978.68,1
881,4,679,Taipei,Female,43,0,2,1,1,115136.51,1
882,6,565,Taipei,Male,36,106192.1,4,1,1,149575.59,0
883,4,643,Taipei,Female,45,45144.43,4,1,1,60917.24,1
884,7,515,Taipei,Male,65,92113.61,4,1,0,142548.33,0
885,7,521,Taipei,Male,25,0,3,1,0,157878.67,0
886,0,739,Tainan,Male,38,128366.44,4,1,1,12796.43,0
887,2,585,Taipei,Male,42,0,3,1,0,18657.77,0
888,3,733,Taichung,Male,74,106545.53,4,1,0,134589.58,0
889,8,542,Taipei,Female,43,145618.37,4,0,0,10350.74,0
890,8,788,Tainan,Male,37,141541.25,4,0,1,66013.27,0
891,2,435,Taichung,Male,32,57017.06,3,1,0,5907.11,0
892,9,577,Taipei,Male,42,0,4,1,1,74077.91,0
893,3,703,Taipei,Female,51,0,2,1,0,77294.56,1
894,8,728,Taichung,Female,35,125884.95,3,1,1,54359.02,1
895,5,728,Taichung,Male,32,61825.5,4,1,0,156124.93,0
896,8,718,Taipei,Male,35,0,3,1,1,94820.85,0
897,6,621,Taipei,Female,40,0,4,1,1,155155.25,0
898,2,523,Taipei,Female,40,102967.41,4,1,1,128702.1,1
899,2,657,Taichung,Male,25,171770.55,4,1,1,22745.5,0
900,1,727,Taichung,Male,40,93051.64,3,1,1,71865.31,1
901,7,643,Taipei,Male,36,161064.64,3,0,0,84294.82,0
902,7,645,Taipei,Female,48,90612.34,4,1,0,149139.13,0
903,5,568,Taipei,Male,28,145105.64,3,1,1,185489.11,0
904,4,599,Taipei,Male,58,0,4,0,1,176407.15,1
905,9,672,Taipei,Female,45,0,4,1,0,92027.69,1
906,6,685,Taipei,Male,33,174912.72,4,1,0,43932.54,0
907,1,516,Taipei,Female,46,104947.72,4,1,1,115789.25,1
908,10,685,Tainan,Male,31,135213.71,4,1,0,125777.28,0
909,7,806,Tainan,Male,25,0,3,1,1,18461.9,0
910,6,604,Taipei,Male,36,116229.85,3,1,0,79633.38,0
911,6,648,Tainan,Female,53,111201.41,4,1,0,121542.29,0
912,4,545,Tainan,Female,32,0,4,1,1,94739.2,0
913,1,756,Taichung,Male,27,131899,4,1,1,93302.29,0
914,10,569,Taipei,Male,35,124525.52,4,1,0,193793.78,0
915,6,596,Taipei,Male,47,0,4,1,1,74835.65,0
916,6,475,Taipei,Male,39,0,4,1,0,56999.9,1
917,3,646,Taipei,Female,45,47134.75,4,1,0,57236.44,0
918,3,784,Tainan,Male,35,0,3,0,1,81483.64,0
919,9,552,Tainan,Male,45,0,3,1,1,26752.56,0
920,5,729,Taipei,Male,44,0,3,0,0,9200.54,0
921,1,609,Tainan,Male,61,0,4,1,1,22447.85,1
922,5,555,Taipei,Male,51,0,2,1,1,189122.89,1
923,1,572,Taichung,Female,19,138657.08,4,1,0,16161.82,0
924,9,785,Taipei,Female,34,70302.48,4,1,0,68600.36,0
925,1,714,Taichung,Female,36,101609.01,3,1,0,447.73,0
926,3,738,Tainan,Male,35,0,4,1,0,15650.73,0
927,5,639,Taichung,Male,38,130170.82,4,1,0,149599.62,0
928,8,520,Taichung,Male,61,133802.29,3,1,0,90304.01,0
929,7,764,Taipei,Female,24,106234.02,4,0,1,115676.38,0
930,6,661,Tainan,Male,39,132628.98,4,0,1,38812.67,0
931,9,564,Taichung,Male,41,103522.75,3,1,0,34338.21,0
932,8,708,Taichung,Female,42,192390.52,3,1,1,823.36,0
933,1,512,Tainan,Male,36,0,4,0,0,135482.26,1
934,9,592,Tainan,Male,37,0,2,1,0,10656.89,0
935,3,619,Taipei,Female,38,0,3,0,0,116467.35,0
936,8,775,Taipei,Male,52,109922.61,4,1,0,96823.32,1
937,5,850,Taichung,Female,44,128605.32,4,0,0,171096.2,0
938,4,577,Taipei,Female,37,0,4,1,0,79881.39,0
939,10,724,Taipei,Female,37,68598.56,4,1,1,157862.82,0
940,1,710,Tainan,Male,35,106518.52,4,1,0,127951.81,0
941,8,696,Taipei,Female,31,0,3,0,1,191074.11,0
942,6,376,Taipei,Female,46,0,4,1,1,157333.69,1
943,8,675,Taichung,Female,29,121326.42,4,1,1,133457.52,0
944,8,745,Taipei,Male,36,67226.37,4,1,1,130789.6,0
945,5,697,Tainan,Female,25,82931.85,3,1,0,128373.88,0
946,4,599,Tainan,Female,39,0,4,1,1,194273.2,1
947,5,715,Taipei,Female,38,118590.41,4,1,0,5684.17,1
948,4,659,Taipei,Male,67,145981.87,4,1,0,131043.2,0
949,3,684,Taipei,Female,48,73309.38,4,0,1,21228.34,1
950,8,635,Taipei,Female,48,130796.33,3,1,0,43250.3,0
951,8,789,Taichung,Male,33,151607.56,4,1,1,4389.4,0
952,9,571,Taichung,Female,66,111577.01,4,0,0,189271.9,0
953,0,694,Tainan,Male,39,107042.74,4,1,0,102284.2,0
954,2,665,Tainan,Female,42,156371.61,3,0,0,156774.94,1
955,4,706,Taipei,Female,44,129605.99,4,0,1,69865.49,0
956,0,807,Tainan,Female,43,0,3,0,0,85523.24,0
957,8,771,Tainan,Female,67,0,3,1,0,51219.8,0
958,8,531,Tainan,Male,27,132576.25,4,0,1,7222.92,0
959,6,629,Taipei,Female,37,129101.3,4,1,0,23971.33,0
960,1,850,Taichung,Female,31,108822.4,4,1,0,132173.31,0
961,4,685,Tainan,Male,35,137948.51,4,1,1,113639.64,0
962,7,642,Tainan,Male,32,100433.8,4,1,0,39768.59,0
963,4,529,Tainan,Male,63,96134.11,2,1,1,108732.96,1
964,4,683,Taichung,Female,43,115888.04,4,1,0,117349.19,1
965,5,663,Taipei,Female,42,124626.07,4,1,0,78004.5,0
966,6,563,Taipei,Female,34,139810.34,4,1,0,152417.79,0
967,9,637,Tainan,Female,34,0,3,0,1,26057.08,0
968,3,544,Taipei,Male,37,84496.71,4,0,1,79972.09,0
969,9,649,Taichung,Male,70,116854.71,3,0,0,107125.79,0
970,10,638,Taipei,Female,48,138333.03,4,1,0,47679.14,0
971,3,723,Taipei,Male,25,0,3,1,0,134509.47,0
972,5,635,Taichung,Male,43,78992.75,3,0,1,153265.31,0
973,7,750,Tainan,Female,38,97257.41,3,0,0,179883.04,0
974,5,730,Taipei,Male,34,122453.37,3,1,1,138882.98,0
975,8,750,Tainan,Female,36,112940.07,4,0,0,9855.81,0
976,8,586,Taipei,Female,43,132558.26,4,1,1,67046.83,1
977,4,520,Taipei,Female,38,0,3,1,1,56388.63,0
978,8,652,Taipei,Female,48,133297.24,4,1,1,77764.37,0
979,7,550,Taipei,Female,46,0,3,1,1,130590.35,0
980,0,594,Taipei,Male,27,197041.8,4,0,1,151912.49,0
981,0,749,Taichung,Female,44,71497.79,3,0,1,151083.8,0
982,7,668,Taipei,Male,32,0,3,1,0,777.37,0
983,6,614,Taichung,Female,35,128100.28,4,0,1,69454.24,1
984,1,773,Taipei,Male,25,124532.78,3,0,0,11723.57,0
985,9,551,Taichung,Male,31,82293.82,3,1,0,91565.25,0
986,1,566,Taipei,Male,36,142120.91,4,1,1,79616.37,0
987,0,569,Tainan,Male,34,151839.26,4,1,1,102299.81,1
988,7,659,Tainan,Male,31,149620.88,3,1,0,104533.51,0
989,3,722,Taipei,Female,49,168197.66,4,1,1,140765.57,1
990,5,655,Taipei,Male,37,93147,3,1,1,66214.13,0
991,2,615,Taipei,Female,35,97440.02,3,1,0,139816.1,0
992,3,752,Taichung,Female,42,65046.08,3,0,0,140139.28,0
993,7,661,Tainan,Female,28,95357.49,4,0,1,102297.15,0
994,9,838,Tainan,Male,43,123105.88,3,1,1,145765.83,0
995,9,610,Tainan,Male,29,0,2,0,0,83912.24,0
996,3,811,Tainan,Male,44,0,3,0,0,78439.73,0
997,7,587,Tainan,Male,62,121286.27,4,0,0,6776.92,0
998,4,811,Taichung,Female,28,167738.82,3,1,0,9903.42,0
999,1,759,Taipei,Female,38,104091.29,4,0,1,91561.91,0
1000,8,648,Taichung,Female,42,121980.56,3,1,1,4027.02,0
1001,10,788,Taipei,Female,43,0,3,1,0,116111.51,0
1002,1,725,Taichung,Male,39,50880.98,3,1,0,184023.54,0
1003,3,646,Taipei,Female,42,175159.9,3,0,1,67124.48,1
1004,7,601,Taichung,Female,26,105514.69,3,1,1,50070.59,0
1005,5,521,Taichung,Male,52,116497.31,2,0,1,53793.1,1
1006,6,561,Tainan,Female,33,0,3,1,1,45261.47,0
1007,7,564,Taipei,Male,42,99824.45,4,1,0,36721.4,0
1008,6,444,Taipei,Male,45,0,4,1,1,130009.85,1
1009,0,650,Tainan,Male,71,0,4,1,0,175380.77,0
1010,10,724,Taipei,Male,40,0,4,1,1,127847.25,1
1011,3,719,Tainan,Male,35,122964.88,4,1,0,138231.7,0
1012,4,548,Taipei,Female,29,0,3,0,0,48673.18,0
1013,4,635,Tainan,Male,24,0,3,1,0,70668.77,0
1014,3,496,Tainan,Female,43,0,3,0,0,199505.53,0
1015,5,676,Taipei,Female,37,89634.69,4,1,0,169583.18,1
1016,7,541,Taichung,Male,40,95710.11,3,1,1,49063.42,0
1017,7,778,Taichung,Male,41,139706.31,4,1,1,63337.19,0
1018,5,850,Taichung,Female,45,103909.86,4,1,1,60083.11,1
1019,1,633,Taipei,Male,31,0,4,1,1,48606.71,0
1020,6,625,Taipei,Male,49,173434.9,4,1,1,165580.93,1
1021,6,485,Tainan,Male,32,102238.01,3,1,0,194010.12,0
1022,1,547,Taipei,Female,48,179380.74,3,0,0,69263.1,0
1023,3,642,Taipei,Male,32,0,3,1,0,88698.83,0
1024,4,718,Taipei,Female,25,108691.95,4,1,1,63030.97,0
1025,4,582,Taipei,Female,32,0,3,1,1,59668.81,0
1026,6,628,Taipei,Male,33,0,3,0,1,184230.23,0
1027,0,737,Taichung,Male,35,133377.8,4,0,0,64050.19,0
1028,9,828,Tainan,Male,34,0,3,1,0,81853.98,0
1029,10,609,Tainan,Male,53,0,4,1,0,154642.91,0
1030,1,730,Taipei,Male,39,116537.6,4,0,1,145679.6,0
1031,3,631,Taipei,Female,22,0,3,0,1,30781.77,0
1032,4,830,Tainan,Male,40,0,3,0,0,81622.52,0
1033,1,645,Taipei,Male,29,130131.08,3,0,0,196474.35,0
1034,3,663,Taipei,Male,46,0,3,0,0,176276.1,0
1035,0,678,Tainan,Male,30,0,4,1,1,35113.08,0
1036,2,521,Taipei,Male,30,107316.09,4,1,1,64299.82,0
1037,1,625,Taipei,Female,24,0,3,1,0,180969.55,0
1038,1,523,Taipei,Male,30,83181.29,4,1,0,138176.78,0
1039,3,714,Taipei,Female,72,0,4,1,0,86733.61,0
1040,3,580,Tainan,Male,67,153946.14,4,1,0,7418.92,0
1041,5,722,Taipei,Male,30,0,3,1,1,166376.54,0
1042,7,630,Tainan,Female,39,135483.17,4,1,1,140881.2,1
1043,1,579,Taipei,Male,35,0,3,1,1,4460.2,0
1044,4,670,Taipei,Female,38,119624.54,3,1,0,110472.12,0
1045,6,588,Tainan,Male,34,121132.26,3,1,1,86460.28,0
1046,1,807,Tainan,Female,42,0,4,1,1,16500.66,1
1047,4,726,Taipei,Female,48,0,4,1,1,114020.06,1
1048,5,812,Taichung,Male,25,54817.55,4,1,1,131660.31,0
1049,3,631,Taichung,Male,40,107949.45,4,1,1,52449.62,1
1050,4,682,Taipei,Male,30,0,4,0,0,161465.31,0
1051,2,625,Tainan,Female,49,80816.45,4,1,0,20018.79,0
1052,3,607,Taichung,Male,38,98205.77,4,1,1,176318.27,0
1053,6,600,Tainan,Female,50,94684.27,4,1,0,50488.91,0
1054,7,602,Tainan,Female,22,141604.76,4,1,1,30379.6,0
1055,3,545,Tainan,Female,74,0,3,1,0,161326.73,0
1056,3,675,Tainan,Male,33,0,3,1,1,45348.08,0
1057,1,581,Taipei,Female,47,122949.14,4,0,1,180251.68,1
1058,8,640,Taichung,Male,33,81677.22,3,0,1,34925.56,0
1059,7,850,Taipei,Male,38,80293.98,4,0,1,126555.74,0
1060,8,490,Tainan,Female,48,155413.06,4,1,1,187921.3,0
1061,4,710,Tainan,Female,38,0,3,1,0,136390.88,0
1062,9,613,Taichung,Male,38,67111.65,4,1,1,78566.64,1
1063,5,812,Taipei,Male,34,103818.43,4,1,0,166038.27,0
1064,4,723,Taipei,Female,20,0,3,1,0,140385.33,0
1065,4,512,Taipei,Male,36,152169.12,3,0,1,38629.3,1
1066,10,731,Taipei,Female,52,0,4,1,0,24998.75,1
1067,4,650,Taichung,Male,26,214346.96,3,1,1,128815.33,0
1068,6,594,Taipei,Male,57,0,4,1,1,19376.56,1
1069,7,844,Taipei,Male,40,113348.14,4,1,1,31904.31,1
1070,5,686,Taichung,Female,47,170935.94,4,1,1,173179.79,1
1071,8,695,Taichung,Male,52,103023.26,4,1,0,22485.64,0
1072,6,624,Tainan,Female,23,0,3,0,0,196668.51,0
1073,6,503,Tainan,Male,37,0,3,0,1,136506.86,0
1074,7,535,Taipei,Female,31,111855.04,3,1,0,36278.89,0
1075,6,743,Taichung,Female,32,140348.56,3,1,0,163254.39,0
1076,8,702,Tainan,Male,39,0,3,1,1,99654.13,0
1077,3,658,Taipei,Male,29,145512.84,4,1,1,20207.02,0
1078,8,677,Taichung,Female,41,146720.98,3,1,0,4195.84,0
1079,10,664,Taipei,Male,32,107209.73,4,1,0,112340.2,0
1080,7,766,Taichung,Female,38,130933.74,4,0,0,2035.94,0
1081,8,461,Tainan,Female,35,0,4,1,1,132295.95,0
1082,0,688,Tainan,Male,36,89772.3,4,1,1,177383.68,1
1083,5,678,Taipei,Female,32,0,3,1,1,90284.47,0
1084,8,796,Taipei,Male,24,0,3,1,1,61349.37,0
1085,5,803,Taipei,Male,42,0,4,1,1,196466.83,1
1086,2,712,Taipei,Male,36,100749.5,2,0,1,70758.37,1
1087,10,498,Taipei,Female,31,0,3,1,1,13892.57,0
1088,2,850,Tainan,Male,22,0,3,1,0,9684.52,0
1089,3,628,Taipei,Female,51,123981.31,3,1,0,40546.15,0
1090,4,539,Taichung,Female,34,91622.42,4,1,0,136603.42,0
1091,7,732,Taipei,Male,36,126195.81,4,1,0,133172.48,0
1092,4,715,Taipei,Male,41,94267.9,4,0,0,152821.12,1
1093,4,651,Taipei,Male,40,0,3,1,0,147715.83,0
1094,0,813,Taipei,Male,34,0,3,1,1,43169.15,0
1095,4,692,Taipei,Male,29,0,4,1,1,76755.99,1
1096,3,756,Taichung,Female,39,100717.85,2,1,0,73406.04,1
1097,6,543,Taipei,Male,36,0,3,1,1,176728.28,0
1098,4,790,Taipei,Female,26,141581.71,3,0,1,98309.27,0
1099,7,494,Tainan,Male,38,0,3,1,0,6203.66,0
1100,2,850,Taipei,Female,39,148586.64,4,1,0,176791.27,0
1101,9,703,Tainan,Male,29,0,3,1,1,50679.48,0
1102,7,432,Tainan,Male,38,0,3,1,1,150580.88,0
1103,2,512,Taichung,Female,32,123403.85,3,1,1,80120.19,0
1104,7,589,Taipei,Male,28,0,3,1,1,151645.96,0
1105,3,514,Taipei,Female,46,106511.85,4,1,1,55072.32,0
1106,2,678,Taipei,Female,38,0,3,0,1,115068.99,0
1107,1,420,Taichung,Female,34,135549.9,4,0,1,149471.13,1
1108,7,679,Taichung,Male,38,110555.37,3,1,1,46522.68,0
1109,4,595,Taipei,Male,31,0,3,1,1,189995.86,0
1110,0,713,Taipei,Female,52,185891.54,4,1,0,46369.57,1
1111,1,833,Taichung,Male,59,130854.59,4,1,0,30722.52,1
1112,3,690,Taipei,Female,42,92578.14,3,0,1,70810.6,0
1113,8,731,Taichung,Female,21,132312.06,4,1,1,106663.46,1
1114,8,608,Taipei,Female,62,144976.5,4,0,1,175836.03,1
1115,5,479,Tainan,Male,48,87070.23,4,0,0,85646.41,0
1116,8,519,Taipei,Male,42,0,3,1,0,101485.72,0
1117,1,731,Taipei,Female,47,115414.19,2,0,1,191734.67,1
1118,7,617,Tainan,Male,61,91070.43,4,1,0,101839.77,0
1119,2,756,Tainan,Male,29,117412.19,3,1,1,4888.91,0
1120,4,848,Taichung,Male,31,90018.45,3,1,1,193132.98,0
1121,4,809,Taipei,Female,24,0,3,1,1,193518.76,0
1122,1,698,Taichung,Male,56,112414.81,3,0,1,93982.02,1
1123,1,779,Taichung,Male,33,158456.76,4,1,0,197000.92,1
1124,7,606,Tainan,Male,35,0,4,1,1,106837.06,1
1125,1,612,Taichung,Female,58,149641.53,4,1,0,115161.28,0
1126,8,663,Tainan,Female,33,122528.18,4,1,1,196260.3,0
1127,3,549,Taichung,Female,45,143734.01,3,1,0,96404.38,0
1128,2,675,Taipei,Female,32,155663.31,4,1,1,97658.66,0
1129,7,669,Taipei,Female,35,0,4,1,0,49108.23,1
1130,1,571,Taichung,Female,34,101736.66,4,0,0,195651.66,0
1131,9,500,Tainan,Male,37,125822.21,4,1,1,111698,0
1132,0,628,Taipei,Male,37,0,3,1,0,171707.93,0
1133,4,559,Taipei,Male,34,0,3,1,0,66721.98,0
1134,2,769,Taipei,Female,27,0,4,1,0,57876.05,0
1135,6,733,Taichung,Male,31,157791.07,3,0,1,177994.81,0
1136,5,750,Taipei,Male,22,0,3,0,0,105125.65,0
1137,4,583,Taipei,Female,42,0,3,1,1,17439.66,0
1138,9,468,Taichung,Male,42,181627.14,3,1,1,172668.39,0
1139,1,727,Tainan,Female,57,109679.72,4,0,0,753.37,0
1140,5,618,Taipei,Female,37,96652.86,4,1,1,98686.4,1
1141,5,617,Taipei,Male,40,190008.32,3,1,0,107047.92,0
1142,9,793,Tainan,Male,41,0,3,1,1,152153.74,0
1143,9,630,Taipei,Male,43,0,3,1,0,34338.04,0
1144,4,765,Taichung,Male,43,148962.76,4,0,0,173878.87,1
1145,8,546,Taipei,Male,28,0,4,1,1,159254.29,0
1146,3,614,Taichung,Female,30,131344.52,3,1,1,54776.64,0
1147,5,593,Taichung,Female,29,101713.84,2,1,1,134594.99,0
1148,3,613,Tainan,Male,34,0,4,1,0,41724.72,0
1149,4,655,Taipei,Male,38,0,3,0,1,110527.71,0
1150,6,700,Taipei,Female,27,137963.07,4,0,1,8996.79,0
1151,4,826,Tainan,Female,29,129938.07,4,0,0,190200.53,0
1152,2,652,Taichung,Male,45,151421.44,4,0,0,115333.43,0
1153,7,755,Taichung,Female,45,135643,4,0,1,143619.52,1
1154,2,538,Tainan,Male,39,122773.5,3,1,0,58467.08,0
1155,3,729,Taipei,Male,34,152303.8,4,1,1,12128.69,0
1156,3,615,Taipei,Male,49,0,3,1,0,49872.33,0
1157,1,700,Tainan,Male,54,79415.67,4,0,0,139735.54,0
1158,9,434,Taichung,Female,58,125801.03,3,1,1,60891.8,1
1159,10,729,Tainan,Male,37,0,3,1,1,100862.54,0
1160,8,513,Taipei,Male,35,0,4,1,1,76640.29,1
1161,6,755,Taipei,Male,41,104817.41,4,1,1,126013.58,1
1162,9,615,Taipei,Female,30,0,4,1,1,87347.82,0
1163,5,747,Taichung,Female,32,67495.04,3,0,0,77370.37,0
1164,0,850,Taipei,Female,36,164850.54,4,1,0,62722.44,0
1165,5,712,Taichung,Female,49,154776.42,3,0,1,196257.68,0
1166,1,622,Taichung,Female,28,143124.63,3,1,1,81723.8,0
1167,10,548,Taipei,Female,35,0,4,1,0,31299.71,0
1168,2,607,Taipei,Female,27,0,3,1,1,63495.86,0
1169,8,653,Taipei,Female,38,102133.38,4,1,0,166520.96,0
1170,6,699,Tainan,Male,26,79932.41,4,0,1,150242.44,0
1171,0,693,Taichung,Male,40,120711.73,4,0,1,27345.18,1
1172,3,647,Taichung,Female,43,122717.53,3,1,0,87000.39,0
1173,3,478,Tainan,Female,36,92363.3,3,1,1,44912.7,0
1174,5,705,Tainan,Female,40,203715.15,4,1,1,179978.68,1
1175,5,719,Tainan,Male,39,0,3,1,1,145759.7,0
1176,9,726,Taipei,Male,34,0,3,0,1,14121.61,0
1177,1,626,Taipei,Male,21,0,3,1,1,66232.23,0
1178,4,552,Taipei,Male,49,0,4,1,0,190296.76,1
1179,1,807,Taichung,Female,31,93460.47,3,0,1,172782.69,0
1180,6,621,Taipei,Male,34,0,3,1,0,99128.13,0
1181,7,651,Taichung,Female,24,40224.7,4,1,0,178341.33,0
1182,5,673,Taipei,Female,43,168069.73,4,1,0,146992.24,1
1183,1,652,Taipei,Male,36,0,3,1,0,151314.98,0
1184,7,584,Taichung,Male,47,130538.77,4,1,1,92915.84,0
1185,3,756,Taipei,Male,37,132623.6,4,1,0,58974,0
1186,3,670,Taipei,Female,35,103465.02,3,1,0,174627.06,0
1187,9,765,Taipei,Female,50,126547.8,4,1,0,79579.94,1
1188,2,528,Taipei,Male,30,128262.72,3,1,1,50771.16,0
1189,5,701,Taipei,Male,40,169742.64,4,1,0,153537.55,1
1190,1,797,Taipei,Female,29,0,3,1,0,132975.39,0
1191,3,639,Taichung,Male,27,150795.81,4,0,0,85208.93,0
1192,4,785,Tainan,Female,61,129855.72,3,1,1,170214.82,1
1193,6,363,Tainan,Female,28,146098.43,2,1,1,100615.14,1
1194,7,764,Taipei,Female,24,0,3,1,1,186105.99,0
1195,2,676,Taipei,Female,43,0,4,1,0,55119.53,0
1196,4,718,Taichung,Male,28,65643.3,4,1,1,28760.99,0
1197,6,590,Tainan,Female,34,0,3,1,1,171021.44,0
1198,9,584,Taipei,Male,38,104584.16,4,1,1,176678.72,0
1199,7,645,Taipei,Male,41,0,4,0,0,28667.56,0
1200,6,772,Taichung,Male,30,99785.28,3,0,1,197238.03,0
1201,2,399,Taichung,Male,46,127655.22,4,1,1,139994.68,1
1202,5,529,Taipei,Male,22,0,4,1,1,151169.83,0
1203,2,463,Taipei,Male,35,101257.16,4,1,0,118113.64,0
1204,7,630,Taipei,Female,40,0,3,1,0,34453.17,0
1205,10,780,Taipei,Male,76,121313.88,4,0,0,64872.33,0
1206,5,584,Tainan,Male,32,0,3,1,1,10956.82,0
1207,4,752,Taichung,Male,30,81523.38,4,1,0,36885.85,0
1208,6,697,Taipei,Female,47,128252.66,4,1,0,168053.4,0
1209,7,850,Taipei,Female,32,0,3,0,1,155227,0
1210,7,711,Taipei,Male,51,0,2,1,1,38409.79,1
1211,5,452,Taipei,Female,32,0,3,0,0,75279.39,0
1212,6,610,Tainan,Male,42,0,3,1,1,158302.59,1
1213,4,694,Taipei,Female,22,0,3,1,0,11525.72,0
1214,6,579,Tainan,Male,33,0,4,1,1,94993.04,1
1215,8,745,Tainan,Female,54,0,4,1,1,173912.29,1
1216,5,572,Taipei,Male,33,0,4,0,0,41139.05,0
1217,3,505,Taichung,Male,29,145541.56,3,1,0,58019.95,0
1218,5,706,Taipei,Female,23,0,4,0,1,164128.41,1
1219,5,693,Taichung,Male,44,124601.58,3,1,0,46998.13,1
1220,7,725,Taichung,Female,33,115182.84,3,1,0,177279.41,0
1221,2,791,Taipei,Male,37,163789.49,3,1,1,75832.53,0
1222,1,536,Taipei,Male,46,65733.41,4,1,1,61094.53,0
1223,1,699,Tainan,Male,47,0,3,0,0,30117.44,0
1224,8,500,Tainan,Female,47,128486.11,4,1,1,179227.12,0
1225,6,707,Tainan,Female,53,109663.47,4,1,0,52110.45,0
1226,6,531,Taichung,Female,42,88324.31,3,1,1,75248.75,0
1227,7,557,Taipei,Female,28,146445.24,3,1,1,184317.74,0
1228,3,659,Taipei,Female,38,0,3,1,1,158553.1,0
1229,6,575,Tainan,Female,31,0,3,1,0,95686.42,0
1230,2,775,Taichung,Male,36,109949.05,3,0,0,71682.54,0
1231,4,772,Tainan,Male,30,78653.05,4,1,1,1790.48,0
1232,9,587,Taichung,Male,46,107850.82,4,1,1,139431,1
1233,4,667,Taichung,Female,39,83765.35,3,1,1,118358.54,0
1234,7,771,Taipei,Female,66,143773.07,4,1,0,130827.88,0
1235,6,523,Taichung,Male,63,116227.27,4,1,0,119404.63,0
1236,0,662,Taichung,Male,33,103471.52,4,1,0,162703,0
1237,5,717,Taipei,Male,42,0,3,1,1,172665.21,0
1238,3,746,Taipei,Male,24,137492.35,3,0,0,170142.09,0
1239,7,569,Taipei,Male,28,0,3,1,1,73977.23,0
1240,9,579,Taipei,Male,36,129829.59,4,1,0,60906.12,0
1241,1,519,Taipei,Female,21,146329.57,3,1,0,194867.27,0
1242,4,696,Taichung,Male,30,114027.7,4,1,0,193716.56,0
1243,6,693,Taichung,Male,25,146580.69,4,0,0,14633.35,0
1244,0,587,Taichung,Female,38,132122.42,3,0,1,31730.32,0
1245,10,626,Taipei,Female,44,81553.93,4,1,1,20063.63,1
1246,7,666,Taipei,Female,66,0,3,1,0,99792.82,0
1247,6,512,Taipei,Male,24,0,3,1,1,37654.31,0
1248,3,689,Tainan,Female,28,0,3,1,0,192449.02,0
1249,4,803,Taipei,Female,26,0,3,1,0,181208.47,0
1250,5,548,Taichung,Male,32,175214.71,4,1,0,155165.61,0
1251,10,588,Taichung,Female,40,125534.51,4,1,1,121504.18,1
1252,4,693,Taipei,Male,68,97705.99,4,1,0,61569.07,0
1253,4,499,Taichung,Female,55,126817.65,3,1,1,123269.71,0
1254,1,628,Taipei,Female,46,46870.43,1,1,1,31272.14,1
1255,3,624,Tainan,Male,46,0,3,1,0,62825.03,0
1256,9,733,Taipei,Male,42,120094.93,4,1,1,184056.45,0
1257,3,628,Taipei,Female,38,0,3,1,0,48924.73,0
1258,3,633,Taipei,Female,33,0,3,1,1,191111.02,0
1259,1,559,Taichung,Female,36,104356.94,3,0,0,54184.06,0
1260,5,704,Taichung,Male,27,147004.34,4,1,1,64381.33,1
1261,6,744,Taichung,Male,38,73023.17,3,1,1,78770.86,0
1262,1,665,Tainan,Female,40,173432.55,4,0,0,116766.79,0
1263,7,638,Taipei,Female,42,165679.92,4,0,1,32916.29,0
1264,9,837,Tainan,Male,31,104678.62,4,0,0,50972.6,0
1265,8,534,Taipei,Female,55,116973.26,2,1,1,122066.5,1
1266,3,548,Taipei,Female,36,0,4,1,1,65996.9,0
1267,2,837,Taichung,Male,38,126732.85,4,1,0,79577.38,0
1268,6,658,Taipei,Female,44,148481.09,4,1,1,130529.13,0
1269,4,554,Taipei,Female,38,137654.05,3,1,0,172629.67,0
1270,7,724,Taichung,Male,30,115315.04,4,1,1,15216.53,0
1271,2,723,Taipei,Male,42,99095.73,4,1,0,17512.53,0
1272,7,585,Taichung,Female,39,165610.41,3,0,1,131852.01,0
1273,5,474,Taipei,Male,33,0,3,1,1,181945.52,1
1274,6,562,Tainan,Male,32,161628.66,4,1,1,91482.5,0
1275,9,719,Taipei,Male,32,146605.27,4,1,0,77119.45,0
1276,5,635,Taichung,Male,37,113488.68,4,1,1,95611.74,1
1277,7,743,Taipei,Male,42,77002.2,3,1,0,80428.42,0
1278,7,681,Tainan,Male,67,0,3,0,0,163714.92,0
1279,6,521,Taipei,Female,39,0,3,0,0,27375.15,0
1280,4,741,Tainan,Male,25,0,3,1,0,73873.65,0
1281,8,790,Tainan,Male,46,182364.53,4,0,1,139266.48,1
1282,8,622,Taipei,Male,35,0,3,1,0,131772.51,0
1283,7,669,Taipei,Male,45,149364.58,4,0,0,173454.07,0
1284,7,583,Taipei,Male,59,127450.14,4,0,0,67552.71,0
1285,5,520,Tainan,Female,63,162278.32,4,1,0,34765.33,0
1286,5,579,Tainan,Male,37,152212.88,3,0,1,120219.14,0
1287,9,698,Tainan,Female,39,161993.89,4,0,1,90212.38,0
1288,7,548,Tainan,Male,39,131468.44,4,1,1,164975.82,0
1289,10,672,Taichung,Male,40,102980.44,4,1,1,1285.81,1
1290,9,653,Taichung,Male,31,143321.97,4,1,1,83679.46,0
1291,2,734,Tainan,Female,37,130404.92,4,0,1,34548.74,0
1292,7,794,Taipei,Female,41,0,3,1,0,74275.08,0
1293,2,641,Taipei,Male,30,87505.47,3,0,0,7278.57,0
