sno,sna,sarea,mday,ar,sareaen,snaen,aren,act,srcUpdateTime,updateTime,infoTime,infoDate,total,available_rent_bikes,latitude,longitude,available_return_bikes
500103029,YouBike2.0_?豲走???,?剜???,2024/12/10 12:24,????謅??哨??2-1?賹?,Datong Dist,YouBike2.0_Zhaoyang Park,No. 62-1??Sec. 2??Chongqing N. Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,10,3,25.05592,121.51367,7
500103030,YouBike2.0_?悻????赯??剜???,2024/12/10 12:18,?謅憚?潸摩璆?33??03?賹?,Datong Dist,YouBike2.0_Yongle Market,No. 103??Ln. 233??Nanjing W. Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:18,2024/12/10,38,30,25.05454,121.51052,0,
500103031,YouBike2.0_?剜?????,?剜???,2024/12/10 12:20,?剜????17?賹???Datong Dist,YouBike2.0_Dalong Park,No. 217??Dalong St. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:20,2024/12/10,26,5,25.07049,121.51596,21,
500103032,YouBike2.0_????冽???蛔????剜???,2024/12/10 12:24,????謅??哨??80?賹?,Datong Dist,YouBike2.0_Chongcing Rd. & Liangjhou St. Intersection,No. 180??Sec. 2??Chongcing N. Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,13,1,25.06054,121.51338,11,
500103033,YouBike2.0_??交?綜城????,?剜???,2024/12/10 12:18,????????潸摩璆??潸號???,Datong Dist,YouBike2.0_Linear Park - Yuanshan,Minzu Rd. & Minzu W. Rd. Intersection (Northwest),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:18,2024/12/10,14,5,25.06867,121.51993,9
500103034,YouBike2.0_??抆????剜???,2024/12/10 12:24,????謅????28?賹?,Datong Dist,YouBike2.0_Yuanhuan,No. 128??Sec. 1??Chongcing N. Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,31,0,25.05369,121.51418,31,
500103035,YouBike2.0_?????????剜???,2024/12/10 12:23,????謅????62?賹?,Datong Dist,YouBike2.0_Chongcing Rd. & Minzu Rd. Intersection,No. 162??Sec. 3??Chongcing N. Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,26,1,25.06853,121.51359,25,
500103036,YouBike2.0_?頦孵?????????剜???,2024/12/10 12:12,?頦孵????4?賹?,Datong Dist,YouBike2.0_Ln. 8??Sec. 3??Chengde Rd. Intersection,No. 14??Sec. 3??Chengde Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:12,2024/12/10,21,6,25.06407,121.51822,15,
500103037,YouBike2.0_?剛???赯??剜???,2024/12/10 12:23,?????3????,Datong Dist,YouBike2.0_Tai Yuan Guang Chang,No. 23??Zhengzhou Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,31,10,25.04925,121.51468,19,
500103038,YouBike2.0_??????,?剜???,2024/12/10 12:23,?????17?賹?,Datong Dist,YouBike2.0_Guoshun Park,No. 117??Changji St.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,20,5,25.06594,121.51078,15
500103039,YouBike2.0_??????????嚗?,?剜???,2024/12/10 12:20,????潸摩璆?99????豰?,Datong Dist,YouBike2.0_Taipei City Hospital Zhongxing Branch,No. 299??Chang'an W. Rd. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:20,2024/12/10,40,23,25.05205,121.50818,17
500103040,YouBike2.0_????皜??寡?????剜???,2024/12/10 12:23,?镼踵迤??????蛔????潸號???,Datong Dist,YouBike2.0_Chiang Wei-shui Memorial Park,Jinxi St. & Xingcheng St. Intersection (Southwest),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,36,1,25.06011,121.51729,35,
500103041,YouBike2.0_擗??∵???????,?剜???,2024/12/10 12:20,?勗???謅??謜200???謅?),Datong Dist,YouBike2.0_Dihua Recreational Sports Park,No. 200??Sec. 4??Yanping N. (South),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:20,2024/12/10,26,3,25.07491,121.5115,23
500103042,YouBike2.0_?剜???????,?剜???,2024/12/10 12:20,?剜????1????,Datong Dist,YouBike2.0_Taipei DaTong Sports Center,No. 51??Dalong St.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:20,2024/12/10,16,3,25.06496,121.51608,13
500103043,YouBike2.0_????踐???蛔????啣???啾????),?剜???,2024/12/10 12:22,????謅??哨??71????,Datong Dist,YouBike2.0_Chongqing Rd. & Bao'an St. Intersection,No. 171??Sec. 2??Chongqing N. Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:22,2024/12/10,20,0,25.05918,121.51373,19
500103044,YouBike2.0_?剜????﹦???剜???,2024/12/10 12:22,?剜????????(???賹???)??Datong Dist,YouBike2.0_Dadaocheng Wharf,Dadaocheng Evacuation Gate,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:22,2024/12/10,52,15,25.05662,121.50783,37,,
500103045,YouBike2.0_?????恃????,?剜???,2024/12/10 12:18,????謅??哨??????蛔????謅?),Datong Dist,YouBike2.0_Guisui Park,Sec. 2??Chongqing N. Rd. & Guisui St. Intersection (South),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:18,2024/12/10,20,1,25.05805,121.51353,19
500103046,YouBike2.0_?????(???潸摩璆?,?剜???,2024/12/10 12:11,???潸摩璆???????潸號蹓?,Datong Dist,YouBike2.0_Min-Quan Junior High School (Minquan W. Rd.),Minquan W. Rd. & Lanzhou St. Intersection (West),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:11,2024/12/10,17,2,25.06322,121.5144,15
500103047,YouBike2.0_?頦孵??????剜???,2024/12/10 12:23,?頦孵????39?賹?,Datong Dist,YouBike2.0_Chengde Rd. & Minquan Rd. Intersection,No. 239??Sec. 2??Chengde Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,17,2,25.06247,121.51839,15,
500103048,YouBike2.0_?謅憚?剛?????剜???,2024/12/10 12:16,?謅憚?潸摩璆??剛??????),Datong Dist,YouBike2.0_Nanjing Rd. & Taiyuan Rd. Intersection,Nanjing W. Rd. & Taiyuan Rd. Intersection (East),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:16,2024/12/10,29,1,25.05366,121.51638,28,
500103049,YouBike2.0_?頦孵???潸摩璆???剜???,2024/12/10 12:22,?頦孵????37?賹?,Datong Dist,YouBike2.0_Chengde Rd. & Minsheng W. Rd. Intersection,No. 137??Sec. 2??Chengde Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:22,2024/12/10,10,4,25.05756,121.51828,5,
500103050,YouBike2.0_?剛??叟??????剜???,2024/12/10 12:14,?剛???/ ?叟??????????,Datong Dist,YouBike2.0_Taiyuan Rd. & Wuyuan Rd. Intersection,Taiyuan Rd. & Wuyuan Rd. Intersection (Southeast),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:14,2024/12/10,32,5,25.05646,121.51698,27,
500103051,YouBike2.0_?蝞??改?????恃???,?剜???,2024/12/10 12:23,??恃???5????豰?,Datong Dist,YouBike2.0_Taipei Bus Station (Huayin St.),No. 45??Huayin St. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,20,16,25.04937,121.51914,4
500103052,YouBike2.0_??????潸摩璆?3?賹??,?剜???,2024/12/10 12:24,???潸摩璆?0??7?賹???Datong Dist,YouBike2.0_MRT Minquan W. Rd. Sta. (Exit 3),No. 37??Ln. 70??Minquan W. Rd. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,50,10,25.06129,121.52021,40,
500103053,YouBike2.0_??????扯?5?賹??,?剜???,2024/12/10 12:20,?謅憚?潸摩璆?7?賹?,Datong Dist,YouBike2.0_MRT Zhongshan Sta. (Exit 5),No. 57??Nanjing W. Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:20,2024/12/10,18,6,25.05296,121.51938,12
500103054,YouBike2.0_??????????剜???,2024/12/10 12:22,????潸摩璆?44??????蹓?,Datong Dist,YouBike2.0_Chongqing Rd. & Chang'an Rd. Intersection,No. 244??Chang'an W. Rd. (Sec. 1??Chongqing N. Rd.),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:22,2024/12/10,21,5,25.0515,121.51398,15,
500103055,YouBike2.0_?頦孵????蛔????剜???,2024/12/10 12:21,?頦孵????3?賹?,Datong Dist,YouBike2.0_Chengde Rd. & Changji St. Intersection,No. 83??Sec. 3??Chengde Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:21,2024/12/10,18,4,25.06587,121.51847,14,
500103056,YouBike2.0_?剜?16?賹爸???剜???,2024/12/10 10:38,??喟?謅???????潸摩璆???????,Datong Dist,YouBike2.0_Datong Plaza No.16,Sec. 1??Huanhe N. Rd. & Minsheng W. Rd. Intersection (Southeast),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 10:38,2024/12/10,14,0,25.05658,121.50826,13,
500103057,YouBike2.0_?????交??2?賹??,?剜???,2024/12/10 12:20,?頦孵?????冽??(?????,Datong Dist,YouBike2.0_MRT Yuanshan Sta. (Exit 2),Sec. 3??Chengde Rd. & Kulun St. Intersection (Southeast),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:20,2024/12/10,37,37,25.07182,121.51929,0
500103058,YouBike2.0_?音????_1,?剜???,2024/12/10 12:22,?剜?????剜????5???????,Datong Dist,YouBike2.0_Shude Park,Dalong St. & Ln. 85??Dalong St. Intersection (Northeast),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:22,2024/12/10,40,0,25.06669,121.51615,40
500103059,YouBike2.0_?頦孵???????????朵豱菟??,?剜???,2024/12/10 12:23,?頦孵???????????????朵豱菟??,Datong Dist,YouBike2.0_Chengde Rd. & Zhengzhou Rd.  Intersection,Sec. 1??Chengde Rd. & Zhengzhou Rd. (Under  Elevated Bridge),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,38,6,25.04879,121.51626,31
500103060,YouBike2.0_??挪?朴???剜???,2024/12/10 12:19,?镼踵迤?蛔???镼踵迤??2????????Datong Dist,YouBike2.0_ChengYuan High School,Jinxi St. & Ln. 52??Jinxi St. Intersection (Northeast),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:19,2024/12/10,14,2,25.06036,121.51996,11,,
500103061,YouBike2.0_?謕???,?剜???,2024/12/10 12:24,???潸摩璆?02????5?賹??皜舐??蛛?,Datong Dist,YouBike2.0_ShuangLian Elementary School,No. 25??Aly. 4??Ln. 102??Minquan W. Rd. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,20,1,25.06157,121.51683,19
500103062,YouBike2.0_???冽???蛔????剜???,2024/12/10 12:15,????41?賹???Datong Dist,YouBike2.0_Ningxia Rd. & Liangzhou St. Intersection,No. 141??Ningxia Rd. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:15,2024/12/10,15,2,25.06095,121.51428,13,,
500103063,YouBike2.0_?勗??瞉??蛔????剜???,2024/12/10 12:17,?勗???謅??哨???冽???蛔????蛛?????,Datong Dist,YouBike2.0_Yanping Rd. & Liangzhou St. Intersection,Sec. 2??Yanping N. Rd. & Liangzhou St. Intersection,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:17,2024/12/10,14,11,25.06092,121.51126,3,
500103064,YouBike2.0_?剜??蛛????,?剜???,2024/12/10 12:22,?????3?賹?,Datong Dist,YouBike2.0_Datong District Admin. Center,No. 63??Changji St.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:22,2024/12/10,16,10,25.06603,121.51481,6
500103065,YouBike2.0_?剜?????赯??剜???,2024/12/10 12:23,????謅????35??3?賹???Datong Dist,YouBike2.0_Dalong Market,No. 13??Ln. 335??Sec. 3??Chongqing N. Rd. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,15,6,25.07473,121.51451,9,,
500103066,YouBike2.0_?謅憚?潸號蟡?謅????潸號???,?剜???,2024/12/10 12:17,?謅憚?潸摩璆??潸號蟡?謅?(?潸號???,Datong Dist,YouBike2.0_NanJing W. Rd. & XiNing N. Rd. Intersection (Northwest),NanJing W. Rd. & XiNing N. Rd. Intersection (Northwest),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:17,2024/12/10,13,4,25.05348,121.50855,9
500103068,YouBike2.0_?????3??9?????剜???,2024/12/10 12:21,?銵???8??Datong Dist,YouBike2.0_Aly. 19??Ln. 23??Hami St.,No. 78??Dunhuang Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:21,2024/12/10,23,11,25.07563,121.51815,11,,
500103069,YouBike2.0_???潸摩璆?60?????剜???,2024/12/10 12:14,???潸摩璆?60???舫頦察?,Datong Dist,YouBike2.0_Ln. 160??MinQuan W. Rd.,Ln. 160??MinQuan W. Rd. (West),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:14,2024/12/10,15,2,25.06289,121.51544,13,
500103070,YouBike2.0_????謅????05?????剜???,2024/12/10 12:20,????謅????03-5?賹?,Datong Dist,YouBike2.0_Ln. 205??Sec. 3??ChongQing N. Rd.,No. 203-5??Sec. 3??ChongQing N. Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:20,2024/12/10,14,1,25.06997,121.51388,13,
500103071,YouBike2.0_?頦孵????1?????剜???,2024/12/10 12:00,?頦孵????1???頦孵?????????,Datong Dist,YouBike2.0_Ln. 91??Sec. 2??ChengDe Rd.,Ln. 91??Sec. 2??ChengDe Rd. & ChengDe Rd. Intersection (Southeast),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:00,2024/12/10,20,0,25.05621,121.51847,20,
500104001,YouBike2.0_???鞈?????舀???,2024/11/14 20:28,?謍梁?璇?325???謍梁?璇???Shilin Dist,YouBike2.0_Jiantan Pumping Station,Ln. 325??Tonghe St. Intersection,0,2024/12/10 12:24,2024/12/10 12:24,2024/11/14 20:28,2024/11/14,17,0,25.08128,121.51784,17,,
500104002,YouBike2.0_?謍梁?璇??剜?????舀???,2024/12/10 12:19,?謍梁?璇?1??92????,Shilin Dist,YouBike2.0_Tonghe E. St. & Danan Rd. Intersection,No. 192??Sec.1??Tonghe E. St. (Side),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:19,2024/12/10,15,2,25.08914,121.51542,13,
500104003,YouBike2.0_?啾?謅???赯??舀???,2024/12/10 12:17,??怎罹??75????,Shilin Dist,YouBike2.0_Fugang St. Parking Lot,No. 175??Hualing St. (Side),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:17,2024/12/10,38,2,25.08695,121.51901,36,
500104004,YouBike2.0_??貊罹???,?舀???,2024/12/10 12:24,?????04????豰?,Shilin Dist,YouBike2.0_Bailing Elementary School,No. 104??Qiangang St. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,50,1,25.08521,121.51918,49
500104005,YouBike2.0_??魂???65?????舀???,2024/12/10 12:20,??魂?????魂???65???潸號???,Shilin Dist,YouBike2.0_Ln. 165??Yusheng St. Intersection,Ln. 165??Yusheng St. Intersection (Northwest),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:20,2024/12/10,24,8,25.10277,121.53357,15,
500104006,YouBike2.0_?剜?????,?舀???,2024/12/10 12:23,????謅????4??????潸號蹓?,Shilin Dist,YouBike2.0_Tianhe Park,No.30??Ln.69??Tianmu E. Rd. (Front),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,16,0,25.12011,121.53357,16
500104007,YouBike2.0_???扳??????舀???,2024/12/10 12:23,?剜???潸摩璆?-55?賹??剔????Shilin Dist,YouBike2.0_Zhongshan & Tianmu Rd. Intersection,No. 3-55??Tianmu W. Rd. (Front),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,29,28,25.11856,121.52964,1,,
500104008,YouBike2.0_?剜????????,?舀???,2024/12/10 12:23,?察滿??????察滿?????07???????,Shilin Dist,YouBike2.0_Tianmu Sports Park,Ln. 207??Sec.2??Zhongcheng Rd. (Southeast),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,50,8,25.11633,121.53414,42
500104009,YouBike2.0_?蝞??????剜憌??剜?????),?舀???,2024/12/10 12:22,?舀伍???76?賹280?賹??嚗嗥??蛛?,Shilin Dist,YouBike2.0_University of Taipei (Tianmu Campus),No. 276-280??Shidong Rd. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:22,2024/12/10,48,7,25.11356,121.53718,34
500104010,YouBike2.0_?察滿?????3???舀???,2024/12/10 12:24,?察滿?????3??????豰?,Shilin Dist,YouBike2.0_Ln. 53??Sec. 2??Zhongcheng Rd.,No.7??Ln. 53??Sec. 2??Zhongcheng Rd. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,37,10,25.11127,121.53244,22,
500104012,YouBike2.0_?剜????????舀???,2024/12/10 12:23,?察滿?????22????豰?,Shilin Dist,YouBike2.0_Taipei Tianmu Baseball Stadium,No. 122??Sec. 2??Zhongcheng Rd. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,26,7,25.11341,121.53195,19,
500104013,YouBike2.0_?剜???謅???????舀???,2024/12/10 12:07,?剜???謅?33????,Shilin Dist,YouBike2.0_Tianmu N. Rd. & Tianyu St. Intersection,No. 33??Tianmu N. Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:07,2024/12/10,15,4,25.12011,121.52652,11,
500104014,YouBike2.0_??????,?舀???,2024/12/10 12:19,????謅???/?舀伍????潸號???,Shilin Dist,YouBike2.0_Lanxing Park,Sec. 6??Zhongshan N. Rd. & Shidong Rd. Intersection (Northwest),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:19,2024/12/10,56,2,25.11184,121.52589,54
500104015,YouBike2.0_??????,?舀???,2024/12/10 12:05,?頦孵??????1????豰?,Shilin Dist,YouBike2.0_Mingsheng Park,No. 71??Ln. 6??Sec.4??Chengde Rd. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:05,2024/12/10,14,2,25.08009,121.51895,12
500104016,YouBike2.0_???????????????,?舀???,2024/12/10 12:05,????謅?4???謍梁?蛔???Shilin Dist,YouBike2.0_Chientan Youth Activity Center,Sec. 4??Zhongshan N. Rd. & Tonghe St. Intersection,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:05,2024/12/10,23,10,25.07994,121.52426,12,
500104018,YouBike2.0_?察滿?????73?????舀???,2024/12/10 12:24,?察滿?????77????,Shilin Dist,YouBike2.0_No. 173??Sec. 1??Zhongcheng Rd. Intersection,No. 177??Sec. 1??Zhongcheng Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,11,5,25.10813,121.5304,6,
500104019,YouBike2.0_??餃????,?舀???,2024/12/10 12:24,?察????賹???Shilin Dist,YouBike2.0_Yunong Elementary School,No. 127??Sec. 1??Zhongcheng Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,21,4,25.1054,121.5295,16,
500104020,YouBike2.0_?察滿????,?舀???,2024/12/10 12:22,?察滿?????8????豰?,Shilin Dist,YouBike2.0_Zhongcheng Park,No. 18??Sec. 1??Zhongcheng Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:22,2024/12/10,25,10,25.10399,121.52593,15
500104021,YouBike2.0_?豲?鞈?????舀???,2024/12/10 12:11,???????7-49????,Shilin Dist,YouBike2.0_Zhishan Pumping Plant,No. 47??Sec. 2??Zhicheng Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:11,2024/12/10,41,1,25.10155,121.52832,40,
500104022,YouBike2.0_???????05?????舀???,2024/12/10 12:02,???????03????豰?,Shilin Dist,YouBike2.0_Ln. 305??Sec. 1??Zhicheng Rd. Intersection,No. 303??Sec. 1??Zhicheng Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:02,2024/12/10,21,4,25.10186,121.53083,17,
500104023,YouBike2.0_??怎罹???,?舀???,2024/12/10 12:24,????6????豰?,Shilin Dist,YouBike2.0_Hualing Park,No. 76??Jiantan Rd. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,32,5,25.08302,121.52069,27
500104024,YouBike2.0_??????(?啾?豢?,?舀???,2024/12/10 12:23,?綽??34???綽?謅,Shilin Dist,YouBike2.0_Qiangang Park(Fude Temple),Ln. 134??Hougang/Hougang St. Intersection,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,18,1,25.08671,121.52096,17
500104025,YouBike2.0_??怎罹??85?????舀???,2024/12/10 12:24,??怎罹??88????,Shilin Dist,YouBike2.0_Ln. 185??Hualing St.,No. 188??Hualing St.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,12,2,25.08828,121.51985,10,
500104026,YouBike2.0_??????(?????,?舀???,2024/12/10 12:18,?????8????豰?,Shilin Dist,YouBike2.0_Qiangang Park (Qiangang St),No. 48??Qiangang St. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:18,2024/12/10,27,1,25.0848,121.52125,26
500104027,YouBike2.0_??貊罹?朴???舀???,2024/12/10 12:16,?頦孵????79???頦孵???曇???Shilin Dist,YouBike2.0_Bailing High School,Ln. 179??Sec. 4??Chengde Rd. Intersection,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:16,2024/12/10,27,6,25.08736,121.52272,20,,
500104028,YouBike2.0_????豲??2?賹??,?舀???,2024/12/10 12:21,?啾?駁??51????豰?,Shilin Dist,YouBike2.0_MRT Zhishan Station,No. 151??Fuhua Rd. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:21,2024/12/10,21,14,25.10364,121.52219,7
500104029,YouBike2.0_?蝞遜??恃????,?舀???,2024/12/10 12:21,?????51???謅?),Shilin Dist,YouBike2.0_Taiwan Traditional Theatre Center,No. 751??Wenlin Rd. (South),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:21,2024/12/10,25,6,25.10208,121.51979,19
500104030,YouBike2.0_???????2?賹??,?舀???,2024/12/10 11:45,?蝞貊??8????豰?,Shilin Dist,YouBike2.0_MRT Jianta Station,No.18??Jihe Rd. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 11:45,2024/12/10,49,7,25.08388,121.52535,42
500104031,YouBike2.0_???蝞貊????舀???,2024/12/10 12:23,???貔??暹???????∵????敺??,Shilin Dist,YouBike2.0_Jiantan Rd & Jihe Rd Intersection,Jiantan Rd. & Jihe Rd. Intersection,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,66,14,25.08403,121.5249,2,
500104032,YouBike2.0_?察?????,?舀???,2024/12/10 12:24,??餈日????餃?????潸號???,Shilin Dist,YouBike2.0_Zhicheng Park,Jhongjheng Rd & Yunong Rd. Intersection (Northwest),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,23,7,25.09667,121.53206,16
500104033,YouBike2.0_?啾????,?舀???,2024/12/10 11:57,?啾???0????豰?,Shilin Dist,YouBike2.0_Fu-Lin Elementary School,No. 50??Fuzhi Rd. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 11:57,2024/12/10,14,0,25.09896,121.53025,14
500104034,YouBike2.0_???折??縣????舀???,2024/12/10 12:19,????謅??叟???09????,Shilin Dist,YouBike2.0_Sec. 5??Jhongshan N. Rd & Jhongjheng Rd Intersection,No. 609??Sec. 5??Jhongshan N. Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:19,2024/12/10,19,3,25.09651,121.52753,15,
500104035,YouBike2.0_?舀???????,?舀???,2024/12/10 12:24,?舀???????,Shilin Dist,YouBike2.0_Shihlin Sport Center,No. 1??Shishang Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,30,3,25.08911,121.52154,27
500104036,YouBike2.0_?鞈??朴???舀???,2024/12/10 12:19,??餈日??10????,Shilin Dist,YouBike2.0_Yangming High School,No. 510??Zhongzheng Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:19,2024/12/10,36,0,25.09164,121.51706,36,
500104037,YouBike2.0_????????舀???,2024/12/10 12:14,?頦孵????5???蹓鳴?皛?,Shilin Dist,YouBike2.0_Taipei Children's Amusement Park,No. 55??Sec. 5??Chengde Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:14,2024/12/10,23,17,25.09631,121.51449,6,
500104038,YouBike2.0_?蝞??????剜?????舀???,2024/12/10 12:21,?蝞貊??63????,Shilin Dist,YouBike2.0_Taipei Astronomical Museum,No. 363??Jihe Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:21,2024/12/10,46,17,25.09598,121.51776,29,
500104039,YouBike2.0_??軋????,?舀???,2024/12/10 12:21,??軋???7???謅??蹓?,Shilin Dist,YouBike2.0_Huasheng Park,No. 17??Huasheng St. (South),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:21,2024/12/10,35,12,25.09619,121.5223,22
500104040,YouBike2.0_?啾????,?舀???,2024/12/10 12:16,?啾???????謅??叟????????,Shilin Dist,YouBike2.0_Fulin Park,Sec. 5??Zhongshan N. Rd. (Northwest),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:16,2024/12/10,25,10,25.09419,121.52833,15
500104041,YouBike2.0_????舀???2?賹??,?舀???,2024/12/10 12:23,????謅??叟???05??4??????豰?,Shilin Dist,YouBike2.0_MRT Shilin Station (Exit 2),No. 2??Aly. 44??Ln. 505??Sec. 5??Zhongshan N. Rd. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,30,13,25.09343,121.52642,17
500104042,YouBike2.0_?謢塗齒?剜憌??舀???,2024/12/10 12:24,????謅??叟???50???謢塗齒?剜憌???),Shilin Dist,YouBike2.0_Ming Chuan University Taipei Campus,No. 250??Sec. 5??Zhongshan N. Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,26,0,25.08771,121.52677,25,
500104043,YouBike2.0_?舀??朱?,?舀???,2024/12/10 12:24,?舀???50???????,Shilin Dist,YouBike2.0_Shilin High School of Commerce,No. 150??Shishang Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,26,13,25.09435,121.51702,13
500104044,YouBike2.0_??????,?舀???,2024/12/10 12:13,?察滿??????察滿?????0???潸號???,Shilin Dist,YouBike2.0_Lanya Park,Ln. 40??Sec. 2??Zhongcheng Rd. Intersection (Southwest),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:13,2024/12/10,38,18,25.10991,121.53039,20
500104045,YouBike2.0_???????鞈??嚗?,?舀???,2024/12/10 12:20,??魂???05???謅?),Shilin Dist,YouBike2.0_Taipei City Hospital Yangming Branch,No. 105??Yusheng St. (South),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:20,2024/12/10,25,11,25.10455,121.53195,13
