,TRANSACTION_DT,CUSTOMER_ID,AGE_GROUP,PIN_CODE,PRODUCT_SUBCLASS,PRODUCT_ID,AMOUNT,ASSET,SALES_PRICE
1178,1/20/2001,1023336,45-49,110,110516,4711752070239,1,39,46
1179,12/3/2000,21821,40-44,Unknown,100102,4901638025938,1,85,108
1180,2/10/2001,1721270,40-44,115,100505,4710085127016,2,54,62
1181,1/17/2001,1090192,60-64,115,320402,20571207,1,1152,1512
1182,1/20/2001,2014654,25-29,115,320202,20160180,2,274,365
1183,1/3/2001,997119,35-39,221,110217,4710265849066,1,150,129
1184,2/28/2001,2098494,30-34,115,560336,4710091110521,1,151,189
1185,2/5/2001,2117256,60-64,115,530105,4710494050110,1,93,99
1186,11/12/2000,1331592,40-44,221,100218,4710022209591,1,83,89
1187,12/3/2000,1944617,40-44,221,500106,4718433613983,1,5,8
1188,2/14/2001,1220506,40-44,115,100312,37000440192,1,40,36
1189,12/14/2000,2112589,60-64,115,530101,4902430001847,1,69,89
1190,2/18/2001,795623,35-39,115,100312,4712934010074,1,28,39
1191,2/21/2001,1271898,>65,115,130205,4710063413803,1,47,57
1192,2/28/2001,75954,60-64,115,760623,4713045043418,2,22,32
1193,1/19/2001,1495348,45-49,221,120103,4710011401128,3,69,87
1194,1/29/2001,595285,40-44,115,100507,4710626055310,1,34,39
1195,12/12/2000,1399882,>65,115,110411,4710088411686,1,12,15
1196,11/21/2000,1608618,35-39,221,560336,4008600329046,1,78,104
1197,1/20/2001,187473,50-54,221,100317,4712697490816,1,42,49
1198,2/18/2001,2072142,35-39,Others,570302,4716114003351,1,51,66
1199,1/16/2001,1606843,30-34,221,560405,4710043000429,1,149,169
1200,11/9/2000,1985351,<25,115,100312,4710543511029,1,14,17
1201,2/24/2001,2122052,25-29,221,100503,4710105017129,1,31,42
1202,2/3/2001,1770599,45-49,106,760186,4710177012084,1,83,120
1203,1/25/2001,1668056,30-34,115,760633,4714541091064,1,25,35
1204,12/17/2000,961554,>65,115,120103,4710011401128,3,69,87
1205,2/25/2001,311021,45-49,Others,500323,4716829882883,1,48,69
1206,2/3/2001,1400724,35-39,Unknown,530404,4713089003102,1,145,179
1207,12/29/2000,1693126,40-44,Others,320201,4710431201476,1,97,145
1208,2/18/2001,1823103,35-39,115,530101,4903111345717,1,55,69
1209,11/6/2000,842716,25-29,115,130101,47106710,1,21,26
1210,1/9/2001,2099200,<25,Others,130204,4710088432353,1,78,88
1211,12/30/2000,1548969,45-49,115,110405,4710943109376,1,23,30
1212,11/10/2000,1840322,>65,110,130315,4714981010038,2,56,30
1213,2/11/2001,2048079,30-34,114,560104,4711553166735,2,86,78
1214,2/19/2001,2122854,55-59,106,110106,4711271000014,2,28,14
1215,12/18/2000,1155266,40-44,115,120103,4710030346103,2,32,36
1216,12/31/2000,1624786,40-44,221,100205,4710085120710,1,19,22
1217,12/6/2000,1985306,35-39,110,520502,4710017013042,1,21,31
1218,1/5/2001,772518,>65,115,110110,4710549000039,1,80,88
1219,12/26/2000,1794663,30-34,221,110814,4710063021053,1,56,66
1220,11/6/2000,516624,35-39,Unknown,530209,4714058833133,2,180,198
1221,1/21/2001,1809718,30-34,221,100444,4711967402009,1,140,176
1222,1/21/2001,1981995,50-54,115,100511,4710088422361,1,96,119
1223,1/26/2001,107839,25-29,221,100315,4711202220405,2,60,78
1224,1/17/2001,406734,40-44,115,711601,4712187005605,1,219,270
1225,12/11/2000,2148038,40-44,110,100418,4711967251539,1,123,169
1226,11/22/2000,2156347,25-29,Unknown,760509,4712552007227,1,21,32
1227,11/2/2000,347877,40-44,115,110401,4710088410139,1,43,39
1228,2/27/2001,1992953,35-39,221,500208,4712425010569,1,48,55
1229,2/23/2001,1988611,60-64,Others,130315,4714981010038,2,50,26
1230,11/18/2000,1728538,,114,110401,4710110211314,1,45,55
1231,12/12/2000,1376555,30-34,221,720507,88442044,4,300,396
1232,1/7/2001,622417,40-44,Unknown,500206,4710036003598,1,26,29
1233,12/10/2000,1612721,40-44,105,130401,4711811105155,2,80,93
1234,2/17/2001,245876,30-34,110,130102,4710105002026,3,36,45
1235,1/20/2001,845038,50-54,115,100307,4711300982052,1,38,52
1236,1/17/2001,1498936,45-49,110,711310,4902520163103,4,560,642
1237,11/11/2000,1339055,30-34,115,130405,4710585930604,1,56,69
1238,1/21/2001,921824,45-49,114,100310,4710740600212,1,69,99
1239,11/9/2000,1613575,30-34,115,110103,4711985100024,1,56,53
1240,12/3/2000,204118,25-29,221,530101,4710054135202,1,61,66
1241,2/22/2001,1085471,45-49,115,110407,4710943101318,1,38,55
1242,1/12/2001,1733204,40-44,115,110207,4711408000252,2,46,62
1243,2/18/2001,410212,45-49,115,100102,4540121234626,1,85,94
1244,11/4/2000,1548150,40-44,Others,500201,4712425010712,3,384,387
1245,11/25/2000,397391,40-44,221,130106,4711022100017,1,17,19
1246,12/3/2000,2016566,35-39,Others,720507,20538514,1,65,79
1247,11/21/2000,1636253,35-39,115,500537,2250078000671,1,47,69
1248,12/28/2000,1779295,40-44,105,714701,4892684022029,1,499,569
1249,11/21/2000,1973884,30-34,221,300113,4710722000566,2,14,16
1250,2/15/2001,1912531,55-59,115,120103,4710011409056,1,23,29
1251,11/27/2000,2023670,35-39,Unknown,530301,4710186183034,1,171,215
1252,1/13/2001,1815559,30-34,115,110122,4710386123526,1,26,31
1253,1/16/2001,1244397,>65,114,100515,4710088420596,6,48,60
1254,1/21/2001,1772937,35-39,221,300112,20072223,1,14,23
1255,2/24/2001,2147604,35-39,221,110811,4710626111351,1,62,81
1256,2/25/2001,337717,55-59,110,100108,87108019,1,36,48
1257,2/7/2001,1510607,35-39,221,110508,9300644131766,1,32,39
1258,2/20/2001,1791938,<25,115,530101,8993189230189,2,84,108
1259,12/27/2000,575355,45-49,115,130204,4710088434593,1,114,119
1260,11/27/2000,1996883,40-44,115,130204,4710105015118,1,77,106
1261,1/26/2001,1846621,,Unknown,120103,4710011405133,1,23,28
1262,2/11/2001,612562,45-49,Others,130101,20412074,1,55,59
1263,2/17/2001,2053240,30-34,115,130109,9300650290983,1,60,75
1264,1/23/2001,1662528,60-64,110,530603,4710314914219,1,57,65
1265,11/4/2000,1612899,30-34,221,570310,4715833515886,2,258,378
1266,11/9/2000,267854,40-44,115,100305,4710174041551,2,66,84
1267,11/23/2000,696425,>65,221,110137,78895121254,1,112,125
1268,1/20/2001,1774078,25-29,114,730502,4716856000014,4,720,756
1269,12/3/2000,1723410,35-39,110,530408,4710094014406,1,138,135
1270,2/25/2001,1744583,35-39,110,100210,4710015103998,1,52,65
1271,12/12/2000,1462029,35-39,221,100402,50000301829,1,50,56
1272,11/30/2000,1128581,35-39,Others,500302,4714854888245,1,65,89
1273,12/10/2000,1338041,40-44,115,120104,4719858120124,1,49,65
1274,2/25/2001,1116847,30-34,221,100213,8801062145171,1,42,52
1275,12/2/2000,503488,40-44,221,100216,9556023331542,1,53,69
1276,12/31/2000,1276459,40-44,115,100413,4710960911082,1,112,139
1277,12/27/2000,1317428,35-39,110,540217,20468163,1,280,365
1278,12/24/2000,232418,55-59,114,100443,4713115888819,1,16,22
1279,1/19/2001,1690606,35-39,221,110119,4711258007371,1,131,155
1280,2/25/2001,1554830,35-39,Others,720402,4713894202332,1,180,259
1281,12/2/2000,2107912,25-29,Others,530110,4710363119009,1,77,85
1282,12/15/2000,912792,40-44,115,110411,4710088410313,3,36,45
1283,2/24/2001,296106,45-49,115,300704,4005808812875,1,411,579
1284,2/16/2001,1722000,45-49,115,100312,37000441809,1,38,36
1285,11/11/2000,1195514,30-34,221,530101,4710036000627,1,45,52
1286,2/28/2001,155144,55-59,115,100205,8801019931536,2,94,110
1287,11/18/2000,844970,30-34,115,760516,4712552005285,1,8,15
1288,12/4/2000,1425055,35-39,115,110137,78895300024,1,60,62
1289,1/24/2001,1711776,25-29,Unknown,100205,9556398700035,1,38,48
1290,1/15/2001,2154268,25-29,221,130206,20332433,1,85,99
1291,2/21/2001,1293937,30-34,105,760115,4711703100350,1,13,20
1292,11/2/2000,1100105,>65,115,130106,4710583110015,1,18,29
1293,11/12/2000,20220,40-44,221,110206,4710475006181,1,46,58
1294,12/9/2000,1644869,40-44,105,100210,41419761748,2,112,106
1295,1/23/2001,1554649,45-49,115,130315,4714981010038,1,25,22
1296,2/18/2001,871099,25-29,221,110518,4710626844259,1,79,88
1297,1/20/2001,58865,45-49,Unknown,530404,4713089003102,1,145,179
1298,12/2/2000,1300611,45-49,115,530503,4710314491017,1,125,150
1299,12/8/2000,1524345,45-49,Others,100409,723125910015,1,75,90
1300,1/22/2001,1588835,40-44,221,100516,4711588210441,1,540,575
1301,2/19/2001,1256352,35-39,221,520425,4713835436284,1,70,99
1302,2/11/2001,1497373,30-34,221,130203,4710088432339,1,54,65
1303,11/8/2000,1125962,35-39,Others,100217,28400015547,1,95,129
1304,2/9/2001,936224,40-44,115,130201,4710105045450,1,15,20
1305,1/22/2001,1596144,35-39,115,560402,4710498123810,1,552,595
1306,2/18/2001,1984064,<25,114,530205,4710094021589,1,71,95
1307,12/13/2000,89975,40-44,221,110401,4710249001992,1,44,55
1308,12/9/2000,693110,35-39,221,130206,4710105001333,1,16,19
1309,11/5/2000,171854,45-49,115,500307,4901422038939,1,110,159
1310,2/26/2001,832687,40-44,115,130206,4710339012020,1,24,29
1311,2/15/2001,2169033,30-34,115,110504,4710323168016,1,17,20
1312,2/26/2001,1976700,35-39,Unknown,110126,9310012019541,1,68,88
1313,12/28/2000,311069,30-34,115,110103,4711985100024,1,56,69
1314,1/28/2001,399074,35-39,221,560402,8712045013069,2,882,812
1315,12/26/2000,1640137,>65,110,100311,4710022102205,1,189,234
1316,12/9/2000,502542,45-49,221,500101,4718433613198,2,34,52
1317,2/20/2001,197779,35-39,115,110403,4710175565711,1,33,38
1318,11/25/2000,546782,30-34,221,740805,4719857521090,1,155,197
1319,11/3/2000,855600,35-39,Others,520102,4710017089078,1,19,19
1320,11/2/2000,1973365,45-49,221,100314,4711767670103,1,45,58
1321,1/9/2001,2136578,<25,115,110109,4710043552102,1,200,260
1322,1/15/2001,2038650,40-44,Others,100205,4956043788602,1,24,32
1323,11/28/2000,2029566,30-34,115,100402,50000301829,1,50,59
1324,12/17/2000,1638080,40-44,115,130102,4710105002026,2,28,34
1325,12/17/2000,1617955,45-49,115,120103,4710583510082,2,26,34
1326,2/3/2001,1781182,35-39,115,100305,4711481100061,1,55,75
1327,11/19/2000,1775532,40-44,115,760601,4717378030053,1,132,179
1328,12/31/2000,1412222,30-34,221,120103,4710011406123,1,22,24
1329,12/5/2000,1953565,40-44,115,100201,8850332247145,1,19,25
1330,2/5/2001,519007,35-39,115,110105,4710198221106,1,28,34
1331,2/11/2001,1561241,35-39,115,530120,4710186081088,2,128,170
1332,1/22/2001,670753,45-49,110,100312,37000441809,1,33,47
1333,2/5/2001,1998207,35-39,106,530405,4710363604000,1,40,48
1334,12/30/2000,1459012,35-39,105,760142,4710177011230,2,152,136
1335,12/8/2000,1185676,30-34,221,100414,8887290001045,1,45,52
1336,1/19/2001,1649239,45-49,115,130111,4714562810446,1,53,69
1337,12/9/2000,1730722,30-34,221,130106,4710583996008,1,18,19
1338,11/11/2000,1856095,45-49,221,100201,4710247007422,1,54,53
1339,2/23/2001,2144382,50-54,221,530404,4710492811027,1,95,99
1340,1/22/2001,1952582,40-44,110,530209,4711269678003,1,77,108
1341,2/10/2001,1837568,40-44,110,530105,4710494050110,1,93,99
1342,2/4/2001,211666,30-34,106,760203,4715140028291,1,120,139
1343,12/10/2000,1579727,35-39,221,530126,5099831190139,1,62,84
1344,1/21/2001,2023205,50-54,106,130317,4713327005035,2,24,28
1345,1/2/2001,340441,40-44,221,130102,4710088431301,1,36,40
1346,2/11/2001,1924503,45-49,221,100102,34000231508,2,90,110
1347,12/17/2000,1936551,35-39,221,500903,4710724416297,1,85,125
1348,11/5/2000,1856088,40-44,115,110518,16229006273,1,30,38
1349,12/10/2000,1810561,45-49,115,110217,4710126392014,1,162,169
1350,1/18/2001,1845747,,Unknown,140803,20571306,1,25,33
1351,12/7/2000,2163499,45-49,110,100211,4710047502721,1,24,30
1352,11/26/2000,1885217,40-44,221,120105,4714381003128,1,39,44
1353,11/23/2000,2145013,>65,115,100510,4710126152007,1,41,55
1354,12/4/2000,2075976,45-49,221,500303,4710367861003,2,22,32
1355,12/27/2000,1729283,35-39,Unknown,130106,4710583350985,4,40,52
1356,12/5/2000,1145748,40-44,221,730719,4718647901043,1,320,369
1357,11/26/2000,1408447,50-54,114,130304,4710998001205,1,48,58
1358,1/23/2001,847124,30-34,115,130111,4710160003013,1,63,79
1359,2/8/2001,2043180,<25,221,500105,4718433613303,1,9,16
1360,11/30/2000,1842463,40-44,115,560201,4710036005608,1,233,336
1361,11/2/2000,334563,40-44,Unknown,110136,4710008241119,1,22,32
1362,11/18/2000,1102390,30-34,Others,130106,4711022100017,1,17,19
1363,12/8/2000,1846003,,Unknown,100325,8888420881162,1,51,56
1364,1/13/2001,1830699,35-39,115,100312,4710304130131,1,46,56
1365,2/10/2001,2174136,55-59,Unknown,110404,4710570000527,2,22,28
1366,12/15/2000,1058369,50-54,221,500206,4710036003598,1,34,42
1367,12/28/2000,1141627,35-39,115,110407,4712278884263,1,33,42
1368,2/10/2001,974264,40-44,221,110605,4710254015625,1,76,94
1369,2/12/2001,1384505,40-44,221,300709,4714284282187,1,246,325
1370,12/17/2000,315852,40-44,115,100312,37000445111,1,33,38
1371,12/8/2000,1736649,35-39,221,110217,4719090900065,1,145,145
1372,1/22/2001,2173078,45-49,221,100503,4710126190542,4,236,264
1373,1/21/2001,1829136,45-49,115,470211,4901872529360,1,278,351
1374,1/22/2001,1626490,25-29,115,320501,20555092,1,249,342
1375,1/11/2001,1196672,50-54,110,100102,7614500010013,1,33,39
1376,2/10/2001,1664140,30-34,221,560104,4711553166735,2,86,78
1377,11/11/2000,304474,45-49,115,300704,70501855539,1,281,309
1378,2/10/2001,1952964,25-29,115,110503,4710140300453,1,34,41
1379,1/27/2001,1808643,55-59,221,720202,4719859975075,1,168,249
1380,2/24/2001,1977370,30-34,115,110136,4710008241218,2,50,64
1381,1/6/2001,902229,35-39,221,530209,4714058833218,1,78,85
1382,12/17/2000,1910841,25-29,Others,130316,4710998000505,1,20,24
1383,1/21/2001,1481174,40-44,110,760409,8802203510070,1,72,119
1384,1/22/2001,1766745,40-44,Others,100106,4970025210820,1,88,104
1385,12/26/2000,1833539,45-49,Others,130107,4711686006106,1,35,45
1386,12/17/2000,2151731,45-49,221,530114,8002110321664,1,69,69
1387,12/13/2000,1766004,35-39,221,100402,50000301829,1,50,59
1388,12/16/2000,661447,40-44,Unknown,300709,4710094003745,1,266,299
1389,2/28/2001,40150,45-49,115,130204,4710105015118,1,77,88
1390,12/26/2000,246255,60-64,115,110123,4710386123410,1,23,30
1391,11/7/2000,1684728,25-29,115,711310,4902520163103,1,150,179
1392,11/28/2000,776349,40-44,221,110401,79763251141,1,62,65
1393,11/10/2000,1012026,50-54,115,130315,4714981010038,2,56,30
1394,1/20/2001,2141251,40-44,115,500307,4710466101130,1,90,79
1395,11/3/2000,1621778,25-29,221,530103,4710049002069,1,81,105
1396,11/19/2000,1698121,35-39,114,100201,4710126020474,1,64,79
1397,2/20/2001,18173,25-29,221,100205,4710126021174,1,78,85
1398,1/21/2001,905275,35-39,110,100308,4710740600182,1,85,110
1399,1/14/2001,2014913,35-39,221,760163,4719111020406,1,44,45
1400,2/28/2001,1116625,30-34,115,130206,20544522,2,72,90
1401,2/27/2001,1767032,45-49,115,100218,4710022275503,1,13,18
1402,11/26/2000,489188,35-39,115,100322,8804108010280,2,352,458
1403,12/29/2000,2135762,45-49,115,530301,4710530031073,1,38,49
1404,1/22/2001,1848472,,Unknown,100505,4710154015206,1,30,36
1405,11/19/2000,1577808,45-49,115,470103,4909978190910,1,1285,1620
1406,1/1/2001,107655,35-39,221,130206,4710101203144,2,140,180
1407,2/28/2001,1539578,40-44,221,530101,4902430386326,1,122,149
1408,2/18/2001,1528176,35-39,Others,530103,4710032604751,1,65,99
1409,11/26/2000,1593525,40-44,Others,760125,4714910170154,1,20,28
1410,12/15/2000,471947,<25,115,320108,4710644700896,2,156,138
1411,11/21/2000,958028,50-54,115,130206,4711080040195,1,47,60
1412,11/18/2000,932363,30-34,115,110138,4711985005572,1,46,62
1413,11/4/2000,426046,40-44,115,320402,20546601,1,905,1188
1414,2/11/2001,1355598,40-44,114,760142,4710177011056,1,83,125
1415,12/31/2000,1699715,45-49,115,120103,4710583510037,1,31,40
1416,1/9/2001,2013596,50-54,114,300424,4711109605220,1,78,104
1417,1/27/2001,437370,30-34,Others,110406,4711123600065,1,54,75
1418,1/20/2001,1757552,40-44,115,100503,4710105080123,1,53,72
1419,1/1/2001,1605242,40-44,221,100205,4956043788602,2,48,64
1420,2/27/2001,1282375,50-54,221,110518,4710626210955,2,138,130
1421,2/18/2001,1612844,30-34,221,530111,4710094014789,1,88,119
1422,2/26/2001,1387230,45-49,221,500307,4710466101130,2,180,250
1423,11/26/2000,862486,30-34,115,110136,4902170053786,1,68,88
1424,1/19/2001,1877946,35-39,115,530105,4710363724005,1,31,32
1425,11/21/2000,1615883,30-34,110,520473,4711713290454,1,90,132
1426,2/15/2001,2096841,>65,115,130103,4711022600067,1,29,35
1427,2/19/2001,1991536,35-39,221,120105,4719090105002,1,25,29
1428,2/24/2001,1791938,<25,115,560357,4711800820076,1,104,150
1429,1/19/2001,1702804,35-39,Others,130316,4711437000117,1,60,69
1430,11/15/2000,1492347,50-54,115,500804,93447706,3,57,72
1431,11/30/2000,2161983,55-59,Others,110208,4710734000271,1,14,19
1432,12/18/2000,1573879,55-59,221,130306,4972045758337,2,102,124
1433,11/3/2000,220842,30-34,221,530110,4710205000434,1,87,76
1434,12/18/2000,531467,40-44,221,130206,20415723,2,94,112
1435,12/31/2000,592673,35-39,115,100312,4710543310066,2,28,36
1436,1/17/2001,2164083,45-49,115,100507,4710088424778,1,42,47
1437,12/3/2000,1490619,30-34,115,130206,4710101213334,1,76,90
1438,11/16/2000,2039633,25-29,110,760164,20566074,1,32,45
1439,11/30/2000,1282375,50-54,221,110217,4710126392014,1,162,152
1440,11/19/2000,1545005,35-39,221,110121,4710134023276,1,34,39
1441,11/25/2000,415484,60-64,115,100504,4710085104130,2,162,175
1442,2/18/2001,1918502,35-39,110,110401,4710088410610,3,57,78
1443,11/17/2000,2138282,30-34,115,110126,9310012019510,1,68,88
1444,1/22/2001,402071,50-54,115,100443,4713115888819,1,16,22
1445,12/17/2000,1595468,45-49,110,110209,4710943100335,2,24,32
1446,2/22/2001,2150932,<25,115,530407,4710060000099,2,60,38
1447,1/31/2001,1950892,35-39,110,520473,4710017098100,2,40,56
1448,2/21/2001,49122,35-39,221,130206,4710105010649,3,171,210
1449,12/21/2000,30281,40-44,115,100205,9310034370071,1,25,35
1450,11/21/2000,1994926,45-49,221,530505,4710363522007,1,31,32
1451,12/14/2000,1192827,50-54,221,320108,4710644700896,2,156,138
1452,11/17/2000,1417418,50-54,114,110411,4710088412225,2,58,70
1453,12/15/2000,1729283,35-39,Unknown,560402,4710088500076,2,680,758
1454,1/28/2001,540643,45-49,221,100510,4710105020310,1,48,66
1455,2/4/2001,1938012,25-29,221,110401,4710110510523,1,45,55
1456,11/6/2000,1073294,50-54,115,530301,4710683100015,2,88,110
1457,1/3/2001,889919,40-44,221,110805,4710110855129,1,49,54
1458,2/19/2001,1571264,45-49,221,711310,4902520163103,1,140,159
1459,2/18/2001,1351743,40-44,106,130203,4710105051048,1,12,15
1460,1/19/2001,1961676,40-44,221,110410,4710088411785,3,72,90
1461,11/14/2000,1839555,50-54,221,730326,4718647500031,1,28,40
1462,2/19/2001,1717938,25-29,115,560336,4973210110400,3,270,357
1463,12/17/2000,1548020,35-39,Others,510512,4006932700182,1,48,68
1464,12/31/2000,538244,45-49,115,500208,4710908120019,1,78,89
1465,1/29/2001,1238747,35-39,115,110107,4710063021091,1,95,129
1466,11/12/2000,1768657,40-44,115,530116,4712815116246,1,73,86
1467,1/26/2001,1848182,,Unknown,530104,4716521779009,1,46,60
1468,12/9/2000,2136820,25-29,110,560405,4710043231410,1,149,165
1469,2/14/2001,1559224,30-34,115,110117,4710063031144,2,114,60
1470,12/5/2000,1452716,,115,300301,4710032503047,1,116,149
1471,11/10/2000,1643794,35-39,Unknown,320202,4710431114042,2,300,358
1472,1/6/2001,1255294,45-49,105,530220,4710561121316,1,36,47
1473,1/9/2001,2049359,35-39,115,100201,4710126020474,2,128,158
1474,12/28/2000,1846737,,Unknown,130315,4714981010038,1,28,26
1475,2/21/2001,1343069,40-44,110,500201,4710036003581,4,552,516
1476,12/31/2000,1767179,25-29,110,100402,50000301829,1,50,59
1477,2/4/2001,2087597,35-39,105,110119,4711258002505,1,61,75
1478,12/28/2000,1770285,40-44,221,110603,4710254011634,1,89,100
1479,1/22/2001,1506143,55-59,114,100307,4710705050069,1,66,85
1480,12/28/2000,2165752,40-44,110,110106,4711271000014,2,28,16
1481,12/6/2000,1782240,<25,221,120103,4710011409056,1,23,29
1482,11/19/2000,1187137,45-49,221,120112,4711207003027,1,32,35
1483,1/21/2001,2099491,25-29,115,120103,4710011405133,1,23,29
1484,11/7/2000,432757,35-39,221,530412,4710036009514,1,80,99
1485,12/31/2000,1665307,40-44,115,120103,4710011401128,1,22,24
1486,11/5/2000,1372656,>65,110,500802,4713489510187,1,66,89
1487,12/17/2000,1880359,30-34,114,100205,4710640109839,4,76,100
1488,1/4/2001,628389,45-49,221,110121,4710134023214,1,44,52
1489,12/31/2000,1471960,40-44,115,100324,4713754987607,1,45,59
1490,12/28/2000,1724998,25-29,110,100205,4956043788602,1,24,25
1491,1/19/2001,904445,30-34,221,100205,8851019410135,4,100,128
1492,11/24/2000,2011936,45-49,115,110409,4712697450117,1,23,31
1493,1/22/2001,1635966,50-54,110,100306,4710022403104,1,187,225
1494,12/12/2000,1403640,40-44,221,110137,78895300024,1,66,62
1495,11/12/2000,2158013,25-29,105,530205,20392659,1,67,99
1496,11/24/2000,1846263,,Unknown,110513,4710022213406,1,55,69
1497,11/26/2000,631006,60-64,110,110411,4710110241588,1,31,39
1498,12/31/2000,1839036,35-39,221,110409,4712697420516,2,40,54
1499,12/3/2000,205689,35-39,221,130205,20406349,1,95,109
1500,11/15/2000,147910,35-39,115,731302,8711500120311,2,44,60
1501,11/9/2000,1281682,40-44,221,100102,34000100095,1,35,39
1502,12/16/2000,827515,40-44,Others,100416,4719858743026,1,100,129
1503,12/26/2000,81924,40-44,115,500202,4710104131550,1,101,109
1504,1/21/2001,911108,25-29,221,110506,4710370665582,3,63,81
1505,2/19/2001,1079425,>65,115,760561,4719111111012,5,70,100
1506,1/16/2001,1476774,40-44,114,500804,4970768741278,2,174,156
1507,11/5/2000,1595949,30-34,106,110504,4710323168016,1,17,20
1508,12/31/2000,1961140,30-34,221,110334,4711209055147,1,50,64
1509,1/9/2001,1896251,35-39,110,110501,4711856000101,1,33,42
1510,11/15/2000,1650525,50-54,115,110217,4710871000165,1,135,135
1511,1/2/2001,1892116,45-49,115,780510,4712814168888,1,44,69
1512,12/2/2000,1987355,40-44,110,120103,4711524000457,1,17,19
1513,11/30/2000,842884,45-49,115,320507,20342647,1,754,990
1514,12/28/2000,786119,45-49,115,320402,20515218,2,1682,2304
1515,12/11/2000,2003887,35-39,221,530101,4710054151189,1,48,52
1516,11/7/2000,1131543,50-54,Others,100202,4710162000119,1,22,27
1517,1/20/2001,1461107,>65,115,130305,4719581980262,1,59,88
1518,2/4/2001,2158020,25-29,105,540203,20392048,1,80,99
1519,1/1/2001,1848045,>65,Unknown,720312,4710470236668,2,124,138
1520,2/28/2001,1529432,30-34,115,100401,9415007002994,1,215,239
1521,12/9/2000,2124797,35-39,Others,530116,4901872810550,1,93,99
1522,12/15/2000,2051710,35-39,115,120103,4710011401128,1,23,28
1523,12/6/2000,1612004,50-54,Others,100505,4710154012144,2,30,38
1524,11/24/2000,428088,35-39,115,110106,4711271000014,2,28,18
1525,1/22/2001,20459,40-44,114,110217,4710265849066,1,180,195
1526,11/21/2000,440646,35-39,221,530105,9556031159572,1,66,75
1527,2/13/2001,1681536,25-29,106,530110,4710210800463,1,108,119
1528,2/22/2001,313407,>65,115,130315,4714981010038,1,25,13
1529,1/12/2001,71062,35-39,221,130206,20246068,2,76,90
1530,1/21/2001,1338461,35-39,115,530302,4710084225829,1,123,119
1531,1/6/2001,1333602,40-44,115,130106,4710189851282,2,8,10
1532,2/15/2001,1577143,45-49,114,760402,20510169,1,270,299
1533,1/22/2001,664394,55-59,115,100505,4710823997215,1,16,22
1534,11/11/2000,2047935,<25,115,750106,20563554,1,70,66
1535,2/8/2001,1571424,30-34,110,500201,4710114128038,1,138,146
1536,11/7/2000,2093710,40-44,115,530101,4902430001847,1,69,69
1537,2/17/2001,1631197,30-34,221,300301,4710054156535,1,89,129
1538,1/14/2001,1885705,45-49,110,110505,4711371850229,1,18,20
1539,1/19/2001,900423,35-39,110,100324,4713754987614,1,45,56
1540,2/8/2001,298957,35-39,110,130106,4710583350701,2,20,26
1541,11/27/2000,1992489,<25,115,100515,4710632001172,1,30,36
1542,2/28/2001,1961140,30-34,221,530211,4710303360119,1,52,69
1543,1/21/2001,2019321,<25,115,500804,93457552,1,19,24
1544,11/20/2000,1613933,40-44,115,560401,15000021214,2,342,395
1545,2/23/2001,1584042,35-39,114,110505,4712032813027,1,21,26
1546,11/3/2000,1838428,35-39,110,120103,4711524000457,1,17,21
1547,1/19/2001,974806,>65,115,110217,4719090900065,1,150,119
1548,1/14/2001,1643947,30-34,Unknown,100505,4710018008733,1,62,72
1549,1/14/2001,2170466,25-29,221,100504,4710085104130,1,83,94
1550,1/20/2001,1659764,30-34,115,530205,20392468,1,72,99
1551,11/26/2000,1373868,50-54,110,320202,4710644003522,1,171,239
1552,2/7/2001,1483543,40-44,114,100301,4712290410020,1,65,89
1553,12/8/2000,233262,55-59,115,120106,4710011402194,1,22,28
1554,1/1/2001,952071,55-59,115,110119,4711258001256,2,60,72
1555,1/12/2001,1856781,30-34,Others,340101,20354091,2,294,198
1556,2/17/2001,1253627,35-39,221,530113,4710465010020,1,61,78
1557,12/17/2000,380355,50-54,115,560201,7610053910787,2,646,678
1558,2/6/2001,155182,45-49,115,110812,4710626213314,1,23,27
1559,12/10/2000,1481761,35-39,221,110504,4710323168238,1,20,25
1560,2/8/2001,205504,35-39,115,110405,4712598000015,1,34,38
1561,1/12/2001,2156712,<25,221,110136,4711701250606,1,44,55
1562,2/8/2001,1422870,,106,110406,4711663700010,4,32,36
1563,11/23/2000,1033830,30-34,115,520120,8999118216309,1,25,36
1564,1/11/2001,1793109,45-49,221,760608,4713045010069,1,40,56
1565,1/12/2001,1982640,,Unknown,130317,20570972,1,60,81
1566,1/8/2001,2137506,35-39,221,520424,4712023775693,1,45,62
1567,1/16/2001,1846386,,Unknown,761101,4715006140068,3,87,111
1568,11/27/2000,790697,25-29,115,130206,4711080040195,1,47,60
1569,12/6/2000,2097749,45-49,Unknown,110411,4710008212157,1,13,16
1570,12/9/2000,1715637,50-54,115,100102,4902757151607,1,66,81
1571,12/31/2000,1546071,30-34,115,320501,20563769,1,249,325
1572,2/3/2001,986427,45-49,115,100207,4710047502011,2,14,10
1573,2/2/2001,303248,45-49,115,500203,4710114606048,2,160,174
1574,11/13/2000,1846737,,Unknown,120106,4710011402026,2,44,53
1575,12/31/2000,790109,30-34,115,300706,4710032501623,1,225,288
1576,11/2/2000,1618525,55-59,Others,500804,9310022861000,8,272,272
1577,12/13/2000,379137,30-34,115,760201,4902778950043,1,92,129
1578,12/17/2000,1910841,25-29,Others,120103,4711524000600,1,32,39
